itemnumber,barcode,isbn,biblionumber,title,author,datelastseen
1037907,BL84953,,474458,"Happy Ever Afters ","Burke,Stephen",2014-01-10
1037910,BL85000,,474682,"Anonymous ","Emmerich,Roland",2013-05-31
1037922,BL85001,,474730,"Sherlock Holmes: A Game of Shadows ","Ritchie,Guy",2014-01-18
1037924,BL85002,,474711,"Is Anybody There? ","Crowley,John",2014-01-11
1037929,BL85003,,474691,"Contraband ","Kormk̀ur,Baltasar",2014-01-25
1037937,BL84926,,464401,"Jeremy Clarkson - Heaven And Hell (DVD)",,2014-01-05
1037938,BL85028,,479112,"Drop the Dead donkey Series 4",,2014-01-18
1037943,BL85005,,474752,"Unknown ","Jaume Collet-Serra",2014-01-17
1037957,BL85033,,467806,"The life of mammals ",,2014-01-11
1037959,BL85008,,474756,"Wind Chill ","Jacobs,Gregory",2014-01-25
1037964,BL85009,,474688,"Breaker Morant ","Beresford,Bruce",2014-01-17
1037967,BL85038,,463938,"Balamory - Seeking Santa (DVD)",,2014-01-19
1037974,BL85044,,464014,"Jane Austen Collection (DVD)",,2014-01-28
1037977,BL85046,140587953X,450419,"Emma: Level 4","Austen, Jane",2014-01-25
1038033,BL84941,,449173,"The Conspirator (DVD)","Redford,Robert",2014-01-12
1038036,BL84935,,463966,"Chuggington - Wheels To The Rails (DVD)","Ball,Sarah",2014-02-02
1038040,BL84943,9781848358348,475531,Macbeth,"Caroline Plaisted",2013-12-28
1038041,BL84942,,454630,"This is England (DVD)","Meadows, Shane",2014-01-05
1038044,BL84952,,396965,"The Princess Bride (DVD)","Reiner,Rob",2014-01-28
1038046,BL84950,,449152,"Born Romantic (DVD)","Kane,David",2014-02-02
1038048,BL84938,,474686,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ","Charles,Larry",2014-01-04
1038175,BL84939,,479150,"Diary Of A Wimpy Kid 2, 1 Disc ",,2014-01-18
1038232,BL85048,,474695,"Daybreakers ","Spierig,Michael",2014-01-23
1038263,BL85050,,474734,"The Best Exotic Marigold Hotel ","Madden,John",2014-02-01
1038272,BL85051,,474727,"Salmon Fishing in the Yemen","Hallstrm̲,Lasse",2014-01-05
1038279,BL84975,9781906147457,13075,"The Jane Austen collection.","Jane Austen",2014-01-19
1038294,BL85053,,461470,"Noel Coward Collection (DVD)",,2014-01-29
1038314,BL84977,,463981,"Comedy Greats - Tommy Cooper (DVD)",,2014-02-02
1038324,BL85056,,474713,"London Boulevard ","Monahan,William",2014-01-18
1038329,BL84979,,474737,"The Disappearance of Alice Creed ","Blakeson,J",2014-01-11
1038331,BL84985,,467512,"Frozen Planet (DVD)",,2014-02-01
1038338,"BL84980 ",,454572,"Great British Railway Journeys (TV Series 2010) (DVD)","Beers,Marc",2013-12-11
1038340,BL85058,,176338,"Are you being Served?",,2014-01-11
1038341,BL85059,,479192,"Between the Lines: Series 1, 4 Disc",,2014-01-04
1038342,BL84981,,464011,"I Claudius (DVD)",,2014-01-21
1038365,BL85060,,178393,"Band of Brothers","Ambrose, Stephen E.",2013-12-26
1038384,BL85061,,479200,"Bergerac - The Series 3, 3 Disc",,2014-01-08
1038390,BL85062,,479202,"Bergerac - The Series 4",,2014-01-08
1038391,BL85063,,479203,"Bergerac - The Series 5, 3 Disc",,2014-01-08
1038523,BL85067,,479215,"Bergerac - The Series 9, 3 Disc",,2014-01-08
1040048,BL84944,,454624,"The Miracle Maker (DVD)","W. Hayes,Derek",2014-01-25
1040050,"BL84946 ",,454551,"Brothers (DVD)","Sheridan,Jim",2014-02-01
1040066,bl84948,,177865,"The Lady vanishes, Love story: Margaret Lockwood Collection","Hitchcock, Alfred.",2014-01-15
1041757,BL84990,,474721,"No Reservations","Hicks,Scott",2013-12-28
1041758,BL84991,,474746,"The Vow","Sucsy,Michael",2014-01-10
1043961,BL85057,,14873,"Messiah Vol.3 & 4(2 disc)","Drury David,Unwin Paul",2014-01-21
1052441,BL84790,9781405862448,456117,"The Go-Between (Includes 5 Disc)","John, Roland",2014-02-01
1058801,BL84992,,491690,"Love's Labour's Lost ,1 Disc ",,2014-01-30
1058848,BL84996,,491694,"Importance of Being Earnest ,1 Disc",,2014-01-07
1058866,BL84998,,491717,"Lion in Winter , 1Disc ,",,2014-01-09
1058969,BL85075,,491724,"Heat and Dust .1 Disc.",,2014-02-01
1059001,BL85077,,491727,"Salmon Fishing in the Yemen ,1Disc,",,2013-12-07
1059007,BL85079,,491730,"Special Relationship ,1Disc, ",,2014-01-11
1059026,BL85084,,491740,"Great Escape: World Cup ,1Disc,",,2014-01-25
1059046,BL85087,,491743,"Centurion,1Disc,",,2014-01-25
1059051,BL85088,,491744,"Deep Water ,1Disc,",,2014-01-17
1059106,BL84983,,491750,"It's A Wonderful Afterlife,1 disc.",,2014-01-18
1059135,BL85096,,491753,"Duchess. 1 disc.Directed by  Saul Dibb starring 	 Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper, Hayley Atwell, Simon McBurney, Aidan McArdle, John Shrapnel, Alistair Petrie, Patrick Godfrey, Michael Medwin",,2014-01-09
1059171,BL85101,,491758,"Adulthood .1 Disc.",,2014-01-30
1059273,BL85110,,491767,"Room for Romeo Brass,1Disc,",,2014-01-28
1059282,BL85111,,491768,"Entrapment ,1Disc,",,2014-01-18
1059290,BL85113,,491770,"Fire in Babylon,1Disc,",,2014-01-11
1059306,BL85118,,491775,"Tamara Drewe ,1Disc.",,2014-02-02
1059308,BL85119,,491776,"Mary Shelley's Frankenstein ,1 Disc,",,2014-01-18
1059311,BL85120,,491778,"Meerkats - The Movie 1 Disc, ",,2014-01-11
1059319,BL85123,,491780,"Thick of It: Specials ( Series  2), 2 Discs ,",,2014-01-18
1059321,BL85124,,491781,"Thick of It: Series 3 ,2Discs,",,2014-01-19
1059337,BL85126,,491783,"War You Don't See,1Disc, ",,2013-12-15
1059351,BL85127,,491784,"Red Shoes:,2Discs,",,2014-01-16
1059366,BL85128,,491786," Oliver Twist , 1 Disc ,",,2014-01-05
1059400,BL85138,,491795,"Exit Through the Gift Shop ,1Disc,",,2014-01-19
1059403,BL85139,,491796,"Life and Death of Colonel Blimp ,1Disc,",,2013-12-26
1059406,BL85140,,491797,"Meet the Romans ,2Discs",,2014-01-09
1059445,BL85142,,491798,"Private Peaceful ,1 Disc,",,2014-01-17
1059448,BL85144,,491802,"Casino Royale,1Disc,",,2014-01-25
1059449,BL85145,,491803,"How Art Made the World,2Discs,",,2014-01-21
1059470,BL85149,,491821,"Withnail and 1,1Disc.",,2014-01-16
1059578,BL85162,,491834,"Genius of Design ,2 Discs .",,2014-01-12
1059584,BL85164,,491836,"Simon Schama: The Power of Art ,3 Discs , ",,2014-02-02
1059587,BL85165,,491837,"Long Day Closes .1 Disc. ",,2014-01-28
1059591,BL85166,,491838,"Ascent of Man,4Discs,",,2014-01-29
1059608,BL85168,,491839,"Sherlock: Series 2 ,4 Discs ",,2014-01-19
1059616,BL85167,,491841,"Blue Planet,4Discs,",,2014-02-02
1059627,BL85170,,491842,"Story of Film - An Odyssey ,5Discs,",,2013-12-08
1059737,BL85154,,491848,"In the Shadow of the Moon ,1 Disc. ",,2014-01-24
1059740,BL85156,,491849,"Pride and Prejudice,1 Disc, ",,2014-01-31
1059741,BL85155,,491850,"King's Speech,1 Disc, ",,2013-12-15
1059746,BL85175,,491854,"East Is East,1 Disc, ",,2014-01-30
1059752,Bl85178,,491857,"Birthday Girl ,1 Disc,",,2013-12-31
1059824,BL85183,,491874,"State of Play,1disc ",,2014-01-12
1059826,BL85185,,491876,"Moon,1Disc,",,2014-01-30
1059830,BL85187,,491878,"Harry Potter and the Deathly Hallows,2Disc,",,2014-02-02
1059834,BL85189,,491880," Abraham Lincoln - Vampire Hunter ,1Disc,",,2014-01-07
1059836,BL85190,,491881,"Cashback ,1Disc,",,2014-02-01
1059840,BL85192,,491883,"Touch of Class,1  Disc,",,2014-01-29
1060026,BL85195,,491887,"Harry Potter and the Philosopher's Stone, 2 Discs ",,2014-01-29
1060027,BL85196,,491888,"Harry Potter:Prisoner of Azkaban/Goblet of Fire,2Discs,",,2014-01-11
1060176,BL85197,,491912,"Tempest ,1 Disc,",,2014-02-02
1060186,BL85198,,491914,"Outnumbered,6 Discs, ",,2013-12-29
1060385,BL85200,,491983,"Imposter ,1Disc",,2013-12-27
1063549,BL85132,,491789,"Andrew Marrs History Of Modern Britain Edizione: Regno Unito 2 Discs",,2014-01-18
1064161,BL85080,,188225,"Miss Julie",,2014-02-02
1078885,BL85083,,445073,"Nanny McPhee, 1 Disc",,2014-02-01
1078918,BL85169,,491839,"Sherlock: Series 2 ,4 Discs ",,2014-01-05
1090881,BL85011,,474702,"Everything Must Go ","Rush,Dan",2014-02-02
1100395,BL85012,,510780,"Joe Strummer: The Future Is Unwritten (dvd)","""Temple,Julien""",2014-01-04
1100401,BL85201,,488516,"Shaun of the Dead  (DVD)","Wright,  Edgar ",2014-01-18
1100402,BL85202,,474474,"Prometheus ","Scott,Ridley",2014-02-02
1100406,BL85205,,15487,"Harry Brown","Barder, Daniel",2014-01-19
1100411,BL85206,,489212,"Eden Lake (DVD)","Watkins, James",2014-01-19
1100413,BL85207,,489210,"Doghouse (DVD)","West,Jake",2013-12-22
1100416,BL85209,,474732,"The Amazing Spider-Man ","Webb,Marc",2014-01-18
1100417,BL85252,,489329,"Brylcreem Boys (DVD)","Ryan,  Terence ",2014-01-30
1100419,BL85210,,474735,"The Cry of the Owl ","Thraves,Jamie",2014-02-02
1100420,bl85211,,489257,"Amazing Grace (1 Disc) ","Apted,Michael",2014-02-01
1100439,BL85214,,486241,"Naked (dvd)","Leigh, Mike ",2014-02-02
1100450,BL85217,,467645,"The Libertine (DVD)","Dunmore,Laurence",2014-01-23
1100457,bl85218,,490569,"The Disappearance of Alice Creed (dvd)","Blakeson J",2014-02-01
1100486,BL85221,,490324,"Downton Abbey (TV Series 2010) Series 1 (DVD)","Fellowes,Julian",2014-01-25
1100492,BL85222,,486233,"Life in a Day (DVD)","Macdonald,Kevin",2014-01-16
1100504,BL85225,,489173,"Best Laid Plans (DVD) ","Blair,David",2014-01-25
1100509,BL85230,,489242,"As You Like It ( DVD )","Branagh,Kenneth",2014-02-01
1100510,BL85231,,489199,"Bend It Like Beckham (DVD) "," Chadha, Gurinder ",2014-01-25
1100531,BL85232,,467534,"Inception (DVD)",,2014-02-01
1100540,BL85233,,518906,"Making Mr Right","Seidelman, Susan",2014-01-25
1100545,BL85234,,510895,"In Love with Alma Cogan (dvd)","""Britten,Tony""",2014-02-01
1100553,bl85235,,510815,"Strike Back (2010 ) (dvd)","""Percival,Daniel""",2014-01-12
1100593,BL85236,,490549,"Love's Labour's Lost (DVD)","Branagh,Kenneth",2014-01-21
1100597,bl85237,,510760,"Comes a Bright Day (dvd)","""Aboud,Simon""",2014-02-02
1100610,bl85239,,518914,"Book Group: The Complete Second Series","Griffin, Annie",2014-01-25
1100611,BL85255,,510824,"The Comedian (dvd)","""Shkolnik,Tom""",2014-01-22
1100612,bl85240,,518915,"The Book Group: The Complete First Series","Griffin, Annie",2014-01-28
1100613,bl85241,,510924,"Porridge (DVD)","""Clement, Dick  """,2014-01-25
1100615,bl85242,,510775,"Hyde Park on Hudson (dvd)","""Michell,Roger""",2013-12-29
1100622,BL85258,,449166,"Paul (DVD)","Mottola,Greg",2014-02-02
1100625,bl85246,,510771,"Hot Fuzz (dvd)","""Wright,Edgar""",2013-12-27
1100632,bl85249,,489164,"The Prestige   (DVD)","Nolan, Christopher ",2013-12-29
1100633,bl85250,,510825,"The Dark Knight Rises (dvd)","""Nolan, Christopher""",2014-01-19
1100634,BL85263,,15073,"Martha Meets Frank, Daniel And Lawrence (DVD)","Hamm, Nick",2014-01-05
1100635,bl85281,,510813,"Song for Marion (dvd)","""Andrew Williams,Paul""",2014-01-21
1100636,BL85264,,510783,"Late Night Shopping (dvd)","""Metzstein,Saul""",2014-01-05
1100640,bl85284,,486246,"Personal Best (DVD)","Blair,Sam",2013-12-22
1100642,bl85285,,510774,"Hush Your Mouth (dvd)","""Tyrwhitt,Tom""",2014-01-21
1100643,bl85286,,486212,"Black Pond (dvd)","Kingsley,Tom",2014-01-23
1100647,bl85287,,510817,"Strike Back (2010 ) (dvd)","""Percival,Daniel""",2013-12-21
1100654,bl85289,,474683,"Arthur Christmas ","Smith,Sarah",2013-12-14
1100655,bl85290,,468587,"The Chronicles of Narnia: The Voyage of the Dawn Treader",,2014-01-11
1100662,bl85293,,489243,"Nanny McPhee (DVD)","Jones,  Kirk ",2014-01-25
1100663,BL85270,,489190,"360 (DVD)","Meirelles,Fernando",2014-01-19
1100664,bl85294,,510546,"Krd̲ Mñdoon and the Flaming Sword of Fire (dvd)","""Hardcastle,Alex""",2013-12-21
1100666,bl85295,,493153,"skyfall (dvd)",,2013-12-22
1100668,bl85296,,510880,"Edge (dvd)","""Morley,Carol""",2014-01-29
1100670,BL85274,,490550,"Lucky Break (DVD)","Cattaneo,Peter",2014-01-24
1100674,bl85299,,510654,"Hummingbird (dvd)","""Knight,Steven """,2014-02-01
1100675,bl85300,,510876,"Chocolat (DVD)","""Hallstrm̲,Lasse""",2014-02-02
1100676,BL85276,5030305515812,518917,"Angel's Share","Loach, Ken",2014-01-31
1100680,BL85278,,510739,"All in Good Time (dvd)","""Cole,Nigel""",2014-01-21
1100683,BL85301,,510773,"Hunger (dvd)",""" McQueen,Steve""",2014-01-21
1100685,BL85302,,510776,"I Give It a Year (dvd)","""Mazer,Dan""",2014-01-18
1100689,BL85304,,514613,"Everyday (fka 7 Days)","""Winterbottom,Michael""",2014-01-29
1100699,BL85306,,510759,"Cloud Atlas (DVD)","""Tykwer,Tom""",2014-01-18
1100704,BL85308,,510807,"Porterhouse Blue (DVD)","""Knights,Robert""",2014-01-11
1100705,BL85309,,510832,"The Lady (dvd)","""Besson,Luc""",2013-12-22
1100707,BL85310,,490548,"London River (DVD)","Bouchareb,Rachid",2014-01-29
1100710,BL85312,,490558,"Reign of Fire (DVD)","Bowman,Rob",2014-01-05
1100722,BL85316,,489216,"Sound it out(DVD)","Finlay,  Jeanie",2014-02-01
1100727,BL85317,,510833,"The Liability (dvd)","""Viveiros,Craig""",2014-01-11
1100728,BL85318,,489118,"Dreams of a Life (DVD)","Morley,Carol",2014-01-17
1100729,BL85320,,489289,"My Summer of Love (DVD)","Pawlikowski,Pawel",2013-12-29
1100730,BL85341,,492930,"Four Weddings and a Funeral",,2014-01-25
1100732,BL85321,,510828,"The Facility (dvd)","""Clark,Ian""",2014-01-11
1100735,BL85323,,486172,"Good Vibrations (dvd)",,2014-01-31
1100736,BL85324,,486177,"Weekend (DVD)","Haigh,Andrew",2014-01-31
1100738,BL85325,,510835,"The Space Between (dvd)","""Barrow,Tim""",2014-02-01
1100739,BL85326,,489173,"Best Laid Plans (DVD) ","Blair,David",2014-02-01
1100740,BL85327,,510836,"The Sweeney (dvd)","""Love,Nick""",2014-01-29
1100741,BL85328,,510838,"The Truth About Love (dvd)","""Hay,John""",2014-01-31
1100760,BL85346,,492980,"Wonders of Life",,2014-02-01
1100768,bl85348,,492953,"Monty Python's Life Of Brian",,2014-01-31
1100774,bl85349,,454642,"Wonders of the Solar System (TV mini-series 2010) (DVD)","Cox,Brian",2014-01-25
1100778,bl85351,,492956,"Nine Muses, The",,2014-01-25
1100781,bl85353,,486188,"My Brother the Devil (dvd)","El Hosaini,Sally",2014-02-01
1100783,bl85354,,467592,"Ratcatcher (DVD)"," Ramsay,  Lynne",2014-01-11
1100785,bl85355,,454643,"Wonders of the Universe (TV mini-series 2011) (DVD)","Cooter,Stephen",2014-01-19
1100797,bl85359,,492942,"Jane Eyre",,2014-01-18
1100799,bl85360,,492910,"Ancient Worlds",,2014-01-05
1100800,bl85361,,467644,"The Ladykillers (DVD)","Mackendrick,  Alexander ",2014-01-12
1100815,bl85366,,492913,"Arbor, The",,2014-02-02
1100816,BL85332,,469238,"Scrooge (DVD)","Hurst, Brian Desmond",2014-02-02
1100817,bl85367,,454581,"Lady Jane (DVD)","Nunn,Trevor",2013-12-27
1100822,bl85370,,489190,"360 (DVD)","Meirelles,Fernando",2014-01-19
1100824,BL85335,,510755,"Chalet Girl (dvd)","""Traill,Phil""",2013-12-31
1100825,bl85372,,490547,"Kick-Ass (DVD)","Vaughn,Michael",2014-01-25
1100826,BL85336,,510839,"The Winter Guest (dvd)","""Rickman,Alan""",2014-01-28
1100827,bl85373,,489329,"Brylcreem Boys (DVD)","Ryan,  Terence ",2014-01-25
1100828,bl85374,,467642,"The King's Speech (DVD)",,2014-02-02
1100830,BL85337,,510851,"Welcome to the Punch (dvd)","""Creevy,Eran""",2014-01-21
1100831,bl85376,,489135,"Salmon Fishing in the Yemen (DVD)","Hallstrm̲,Lasse",2014-01-10
1100835,BL85339,,510779,"Jake's Progress (dvd)","""Lefevre,Robin""",2014-01-21
1100836,bl85379,,490540,"Hamlet (DVD)","Branagh,Kenneth",2014-01-07
1100840,BL85401,,510741,"Ashes (dvd)","""Whitecross,Mat""",2014-01-11
1100842,BL85381,,490555,"Nanny McPhee and the Big Bang (dvd)","White,Susanna",2014-01-25
1100843,BL85382,,489309,"Revolutionary Road (DVD)","Mendes, Sam",2014-01-08
1100844,BL85383,,490576,"The Libertine (DVD)",,2014-01-25
1100847,BL85402,,449157,"Gnomeo & Juliet (DVD)","Asbury,Kelly",2014-01-11
1100849,BL85385,,489228,"For Your Eyes Only (2 DVD) ","Glen,  John ",2014-01-16
1100851,BL85386,,489297,"Closing the Ring (DVD)","Attenborough, Richard ",2014-01-18
1100852,BL85403,,489281,"Now Is Good (DVD)","Parker,Ol",2014-01-25
1100856,BL85388,,486224,"Hidden Agenda","Loach, Ken",2013-12-27
1100859,BL85405,,493157,"Brave (dvd)",,2014-01-19
1100860,bl85389,,510750,"Bridget Jones's Diary (DVD)","""Maguire,  Sharon""",2014-01-12
1100865,BL85426,,489258,"Enigma (DVD)","Apted,Michael",2014-01-18
1100870,bl85392,,489245,"HMS The Defiant (DVD)","Gilbert, Lewis  ",2014-01-17
1100873,bl85393,,449172,"Submarine (DVD)","Ayoade,Richard",2013-12-26
1100876,BL85427,9781409133827,452375,"House of Silk: The New Sherlock Holmes Novel","Anthony Horowitz",2014-01-22
1100877,bl85395,,489234,"Creation (DVD)","Amiel,Jon",2014-01-05
1100880,BL85407,,467671,"Trainspotting (DVD)","Boyle,  Danny",2014-02-02
1100882,BL85397,,486243,"One Day in September (dvd)","Macdonald,Kevin",2014-01-02
1100883,BL85398,,489283,"Cherry Tree Lane (dvd)","Williams,Paul Andrew",2013-12-28
1100884,BL85399,,454585,"Marchlands (DVD)","Kent,James",2013-12-28
1100885,BL85400,,490534,"For Your Eyes Only (2 DVD) ","Glen,  John ",2013-12-21
1100891,BL85431,,464053,"The Calling (dvd)","Dunn,Jan",2014-01-22
1100892,BL85441,,490528,"Closer (DVD)","Nichols,Mike",2014-01-24
1100894,BL85442,,489325,"The Queen (DVD)","Frears, Stephen ",2014-01-16
1100896,BL85443,,489260,"Shooting Dogs (DVD)","Caton-Jones,  Michael",2013-12-28
1100898,BL85445,,489159,"Ladies In Lavender (DVD)","Dance, Charles  ",2014-01-21
1100903,BL85410,,251972,"Elizabeth: The Golden Age (DVD)",,2014-01-19
1100904,BL85411,,489180,"Harry Potter and the Half Blood Prince (DVD)","Yates,David",2014-02-02
1100905,BL85447,,489206,"Wings Of The Dove (DVD)","Softley,  Iain ",2013-12-27
1100906,BL85448,,489269,"Centurion (DVD)","Marshall,Neil",2014-02-01
1100907,BL85412,,464045,"Snatch. (dvd)","Ritchie,Guy",2014-01-25
1100909,BL85450,,486213,"Bread And Roses (DVD)","Loach, Ken ",2014-01-21
1100915,BL85415,,489157,"Wilde (DVD)","Gilbert, Brian ",2014-01-22
1100916,bl85454,,467606,"Sherlock Holmes And The Case Of The Silk Stocking (DVD)",,2014-02-02
1100917,bl85455,,489129,"Shadow Dancer (DVD)","Marsh,James",2014-01-23
1100920,BL85456,,486197,"Mike Bassett: England Manager (dvd)","Barron,Steve",2014-01-05
1100922,bl85458,,474724,"Public Enemies ","Mann,Michael",2013-12-27
1100935,bl85459,,489145,"In the Dark Half (DVD)","Siddons,Alastair",2014-01-15
1100950,bl85462,,486263,"Vera Drake (DVD)","Leigh, Mike",2014-01-29
1100951,BL85435,,469278,"We Need to Talk About Kevin (DVD)","Ramsay,Lynne",2014-01-25
1100953,BL85436,,489289,"My Summer of Love (DVD)","Pawlikowski,Pawel",2014-02-01
1100955,bl85464,,489247,"Deep Water (DVD)","Osmond,Louise",2014-02-02
1100956,bl85465,,489314,"Dead Man's Shoes (DVD)","Meadows, Shane ",2014-01-11
1100958,bl85466,,486232,"Kill List (dvd)","Wheatley,Ben",2014-01-23
1100960,bl85468,,469222,"Muppet Christmas Carol (DVD)",,2014-01-25
1100961,bl85469,,486266,"With or Without You (dvd)","Winterbottom,  Michael ",2014-01-15
1100962,bl85470,,490570,"The Duchess (dvd)","Dibb,Saul",2014-01-25
1100964,BL85416,,490531,"Downton Abbey (TV Series 2010) Series 2","Fellowes,Julian",2014-01-25
1100965,BL85439,,486201,"The Claim (DVD)","Winterbottom,  Michael ",2014-01-29
1100966,BL85417,,489181,"Nativity! (DVD)","Isitt,Debbie",2013-12-15
1100971,BL85419,,486181,"Grabbers (dvd)","Wright,Jon",2014-01-18
1100972,bl85471,,489150,"House of Anubis (DVD) (TV Series)","Abela,Angelo",2014-01-18
1100975,BL85482,,486204,"A Mighty Heart (dvd)","Winterbottom,  Michael ",2014-01-19
1100980,BL85421,,474734,"The Best Exotic Marigold Hotel ","Madden,John",2014-01-04
1100985,bl85473,,486238,"Man on Wire (dvd)","Marsh,James",2014-01-11
1100987,BL85486,,518923,"Beach Boys: The Good Vibrations Tour",,2014-01-31
1100988,BL85425,,489306,"Notting Hill (DVD) "," Michell, Roger ",2014-01-11
1100991,BL85474,,490563,"Shame (DVD)","McQueen,Steve",2014-01-17
1100993,BL85475,,486265,"Wild Britain with Ray Mears (dvd)","Lee,Tony",2014-01-19
1100994,BL85476,,489211,"Heat and Dust (DVD) "," Ivory, James ",2014-01-28
1100995,BL85491,,490544,"Inception (DVD)",Kolkata,2014-01-21
1100996,BL85477,,489200,"Tortoise in Love (DVD)","Browning,Guy",2013-12-28
1100998,BL85479,,489172,"Goal! (DVD) (676587)","Cannon,Danny",2013-12-22
1101001,BL85492,,492937,"Hollow Crown, The (Shakespeare)",,2014-01-24
1101023,BL85493,,486210,"Best Of British Classic Comedy (dvd)","Crichton,Charles",2014-01-11
1101024,BL85516,,489251,"The Boy in the Striped Pyjamas (DVD)","Herman, Mark ",2014-01-23
1101031,bl85523,,489179,"Harry Potter and the Deathly Hallows: Part 1 (dvd)","Yates,David",2014-01-03
1101034,bl85524,,101511,"Starter for 10",,2014-01-21
1101039,BL85496,,489311,"Ballet Shoes (DVD)","Goldbacher,  Sandra ",2013-12-29
1101040,bl85527,,510746,"Black Pond (dvd)",Kingsley,2014-01-31
1101042,BL85497,,251978,"Hotel Rwanda (DVD)",,2014-01-29
1101044,bl85528,,490568,"The Deal (DVD)","Frears,Stephen",2013-12-27
1101052,bl85531,,489252,"Little Voice (DVD)","Herman,  Mark ",2014-01-25
1101055,bl85532,,510786,"Lucky Break (dvd)","""Cattaneo,Peter""",2014-01-16
1101058,BL85545,,486229,"In the Loop (DVD)","Iannucci,Armando",2014-01-22
1101059,bl85534,,489317,"Bridget Jones's Diary (DVD)","Maguire,  Sharon",2014-01-31
1101062,bl85535,,490586,"Wonders of the Solar System (TV mini-series 2010) (DVD)","Cox,Brian",2013-12-31
1101064,bl85536,,490557,"Pure (DVD)","MacKinnon,Gillies",2014-01-25
1101067,BL85548,,486243,"One Day in September (dvd)","Macdonald,Kevin",2014-01-17
1101068,bl85538,,490537,"Great British Railway Journeys (TV Series 2010) Season 1 (DVD)","Beers,Marc",2014-01-31
1101070,bl85539,,490538,"Great British Railway Journeys (TV Series 2010) Season 2 (DVD)","Beers,Marc",2014-01-31
1101071,BL85550,,489314,"Dead Man's Shoes (DVD)","Meadows, Shane ",2014-01-02
1101076,bl85540,,486227,"Ill Manors (dvd)","Drew,Ben",2013-12-28
1101078,BL85552,,489299,"Submarine (DVD)","Ayoade,Richard",2014-01-02
1101079,bl85561,,486221,"Fish Tank (dvd)","Arnold,Andrea",2014-01-29
1101081,BL85553,,489240,"Kinky Boots (DVD)","Jarrold,  Julian ",2013-12-27
1101082,bl85563,,486184,"In Bruges (dvd)","McDonagh,Martin",2014-01-23
1101084,BL85554,,489263,"Genova (DVD)","Winterbottom,Michael",2013-12-27
1101092,BL85566,,490574,"The Infidel (DVD)","Appignanesi,Josh",2014-02-02
1101096,BL85557,,13677,"Relative Values","MILBURN, CHRISTOPHER",2014-01-16
1101097,BL85558,,489146,"AfterLife ( DVD )","Peebles,Alison",2014-01-05
1101101,BL85559,,469254,"United 93  (DVD)","Greengrass, Paul ",2014-01-18
1101106,BL85498,,489130,"Goth Cruise (DVD)","Finlay,  Jeanie",2013-12-22
1101108,BL85567,,489119,"The Virgin and the Gypsy (DVD)","Miles,Christopher",2014-01-30
1101110,bl85568,,474700,"Diary of a Wimpy Kid: Rodrick Rules","Bowers,David",2014-01-25
1101121,BL85499,,489221,"All In The Game (DVD)","O'Hanlon,  Jim ",2014-01-05
1101124,bl85570,,489295,"Doctor At Large (DVD)","Thomas,  Ralph  ",2014-02-02
1101125,bl85571,,486191,"The Comedy of Errors (dvd)","Jones,James Cellan",2014-01-05
1101129,bl85572,,490578,"The Men Who Stare at Goats (dvd)","Heslov,Grant",2013-12-26
1101131,bl85573,,490522,"And When Did You Last See Your Father? (dvd)","Tucker,Anand",2014-01-15
1101133,bl85574,,489301,"Notes on a Scandal  (DVD)","Eyre, Richard",2014-01-21
1101145,bl85577,,489338,"In Search of Beethoven (DVD)",,2014-01-11
1101149,bl85578,,489292,"In Search of Mozart (DVD)","Grabsky,Phil",2014-01-11
1101157,bl85580,,486672,"Henry IV Part 1 (dvd)","Giles,David",2014-02-02
1101165,BL85588,,489153,"Breaking and Entering (DVD)","Minghella, Anthony ",2013-12-24
1101168,BL85590,,486258,"Tickets (dvd)","Loach,Ken",2014-01-17
1101171,BL85592,,490519,"The No. 1 Ladies' Detective Agency (dvd)","Sturridge,Charles",2014-01-22
1101172,BL85593,,454575,"In This World (DVD)","Winterbottom,Michael",2014-01-25
1101173,BL85504,,489224,"Atonement (DVD)","Wright, Joe ",2014-01-07
1101175,BL85594,,474705,"Foster ","Newman,Jonathan",2014-01-19
1101176,BL85506,,489284,"Bloody Sunday (DVD)","Greengrass, Paul",2013-12-26
1101178,BL85507,,489193,"The Age of Stupid (DVD)",,2014-01-05
1101184,BL85597,,443169,"The Nature Of Britain (DVD)",,2014-02-01
1101189,BL85599,,454571,"Gnomeo & Juliet (DVD)","Asbury,Kelly",2014-01-19
1101191,BL85600,,486262,"Unrelated (dvd)","Hogg,Joanna",2014-02-01
1101200,bl85581,,474693,"Cosmopolis ","Cronenberg,David",2014-02-01
1101209,bl85585,,486183,"Henry IV Part 2 (dvd)","Giles,David",2014-02-02
1101804,BL85438,,486203,"Jude (DVD)","Winterbottom,  Michael ",2014-01-19
1102230,BL85404,,492402,"Black Narcissus",,2014-01-12
1102250,BL85515,,489226,"Pride & Prejudice (DVD)","Wright, Joe",2014-01-21
1102252,BL85517,,489254,"Layer Cake (DVD)","Vaughn,  Matthew ",2014-01-15
1102253,BL85518,,489117,"Red Road (DVD)","Arnold,Andrea",2014-01-19
1102257,BL85605,,489162,"Starsuckers (DVD)","Atkins,Chris",2014-01-11
1102259,BL85607,,486216,"Code 46 (DVD)"," Winterbottom, Michael ",2013-12-27
