itemnumber,barcode,isbn,biblionumber,title,author,datelastseen
1102262,BL85611,,449156,"Girl with a Pearl Earring (DVD)","Webber,Peter",2014-01-21
1102264,BL85613,,489244,"Shirley Valentine (DVD)","Gilbert, Lewis",2013-12-27
1102266,BL85614,,486260,"Trishna (dvd)","Winterbottom,  Michael ",2014-01-21
1102269,BL85617,,489132,"Two Men Went to War (DVD)","Henderson,John",2014-01-18
1102272,BL85620,,467554,"Monty Python And The Holy Grail (DVD)","Gilliam,  Terry  ",2014-02-02
1102273,BL85621,,489155,"Ill Manors (DVD)","Drew,Ben",2014-01-21
1102276,BL85624,,489262,"Code 46 (DVD)"," Winterbottom, Michael ",2014-01-18
1102278,BL85626,,486226,"How We Built Britain (2007 ) (dvd)","Claypole,Jonty",2014-01-21
1102285,BL85628,,510802,"Personal Best (dvd)","""Blair,Sam""",2014-01-04
1102424,BL85616,,446792,"A Foreign Field, 1 Disc",,2014-01-15
1102452,BL85610,,474370,"127 Hours (DVD)","Boyle,Danny",2014-01-15
1102465,bl85406,,102676,Miranda,,2014-01-04
1103475,BL85319,,510785,"Love Me Still (dvd)","""Hiller,Danny""",2014-01-25
1103695,BL85602,,489122,"Just Do It: A Tale of Modern-day Outlaws  (DVD)","James,Emily",2014-01-05
1108005,bl85780,,514685,Hugo,"""Scorsese,Martin """,2014-01-31
