itemnumber,barcode,isbn,biblionumber,title,author,datelastseen
13946,BL80251,,13625,"Priest of Love","MILES, CHRISTOPHER",2013-12-18
13948,BL80256,,13627,"Tweenies: Let's all make music","Tell-Tale Productions",2013-12-18
13950,BL80265,,13629,"Carry on Crursing","ROGERS, PETER",2013-12-18
13952,BL80270,,13631,"Anita & Me","HUSEYIN, METIN",2013-12-18
13953,BL80271,,13632,"Story of Rugby League","MURRAY, MIKE",2013-12-18
13956,BL81482,,13634,"Doctor in the House","BOX, BETTY E.",2014-01-10
13958,BL80278,,13636,"Artificial Eye: Mrs Dalloway","GORRIS, MARLEEN",2013-12-18
13964,BL82056,,13641,"The Wrong arm of the Law","BARING, AUBREY",2014-01-28
13967,BL80292,,13644,"North By Northwest","HITCHCOCK, ALFRED",2013-12-18
13974,BL80305,,13651,"The Big Friendly Giant","COSGROVE, BRAIN",2013-12-18
13975,BL80309,,13652,"Robin and Marian","LESTER, RICHARD",2013-12-18
13978,BL80313,,13655,Best,"MCGUCKIAN, MARY",2013-12-18
13981,BL80318,,13658,Byron,"BAUMGARTEN, RUTH",2013-12-18
13983,BL80320,,13660,"The Amazing Mr. Blunden","JEFFRIES, LIONEL",2013-12-18
13985,BL80322,,13662,"The Graduate","NICHOLS, MIKE",2014-01-21
13987,BL80326,,13664,"The Beach","MACDONALD, ANDREW",2013-12-18
13992,BL80332,,13668,Brazil,"GILLIAM, TERRY",2013-12-18
13993,BL82761,,13668,Brazil,"GILLIAM, TERRY",2013-12-16
14003,BL80356,,13679,"Jamaica Inn","HITCHOCK, ALFRED",2013-12-18
14005,BL80360,,13681,"Les Miserables","AUGUST, BIBLE",2013-12-18
14009,BL80365,,13684,"Absolutely Fabulous: Gay","SARGENT, JO",2013-12-18
14010,BL80367,,13685,"The Gathering Storm","DOELGER, FRANK",2013-12-18
14016,BL80376,,13691,Monalisa,"JORDAN, NEIL",2013-12-18
14018,BL80381,,13693,Octopussy,"BROCCOLI, ALBERT R.",2013-12-18
14020,BL80384,,13695,Invincible,"LEMLEY, JIM",2013-12-18
14024,BL80391,,13699,"Long Time Dead","REES, GAY JAMES",2013-12-18
14026,BL80395,,13701,"Monty Oython's and now for something completerly different","CASEY, PATRICIA",2013-12-18
14029,BL82712,,13703,Liam,"FREARS, Stephen",2013-12-27
14030,BL80402,,13704,"The Battle of the river plate","POWELL, MICHAEL",2013-12-18
14034,BL80407,,13708,"Sweet Sixteen","LOACH, KEN",2013-12-18
14035,BL80409,,13709,"The Merchant of Venice","NUNN, TREVOR",2013-12-18
14041,BL80420,,13715,"Mr Men and llittle Miss","HARGREAVES,ROGER",2013-12-18
14046,BL80425,,13720,"The Belstone Fox","SHUTHER,SALLY",2013-12-18
14047,BL80427,,13721,"Ali G Indahouse","MAZER DAN",2013-12-18
14053,BL80435,,13727,"Be Careful What You Wish For: Brithaday girl","BUTTERWORTH,STEVE",2013-12-18
14057,BL80441,,13731,"Mr. Men and Little Miss","HARGREAVES, ROGER",2013-12-18
14058,BL80442,,13732,"The List Great Wilderness","BERRIE,GILLIAN",2013-12-18
14059,BL80443,,13733,"Lost in La Mancha","FULTON, KEITH",2013-12-18
14062,BL82161,,13735,"Trouble in store up in the world (2 Discs)","STEWART, HUGH",2014-01-12
14070,BL80445,,13743,"Vincent Price Witchfinder General","HEYWARD M LOUIS",2013-12-18
14071,BL80508,,13744,"Clarissa (2 Discs)","LOADER, KEVIN",2013-12-18
14079,BL80460,,13751,"Emma's War","JESSOP, ROBIN",2013-12-18
14080,BL80462,,13752,"Charlotte gay","SURAH, CURTS",2013-12-18
14082,BL80471,,13754,"Wallace & Gromit",AARDMAN,2013-12-18
14084,BL80473,,13756,"Fimbles Glitter, Stars & Sparkly Things",NOVEL,2013-12-18
14105,BL82721,,13775,"Passport to Pimlico  ","EMMETT, E V H",2014-02-02
14109,BL80546,,13779,"Catherine cookson: The Gambling Man","MARSHALL, RAY",2013-12-18
14112,BL82753,,13781,"Kind Hearts and Coronets","BALCON, MICHAEL",2013-12-16
14125,BL80604,,13793,"Roy Clarke's Keeping up appearances (Discs 1, 2, 3)","SNOAD, HAROLD",2013-12-18
14126,BL80605,,13794,"As time goes by series 8","LOTTERBY, SYDNEY",2013-12-18
14127,BL81980,,13794,"As time goes by series 8","LOTTERBY, SYDNEY",2014-01-10
14132,BL80565,,13799,Kipper,,2013-12-18
14134,BL80567,,13801,"The beatles love me do: A documentary",,2013-12-18
14139,BL81961,,13806,"The sound of Music (2 Discs DVD)","ARGYLE ENTERPRISES, INC",2014-01-10
14142,BL80624,,13808,"The silence of the lambs","UTT, KENNETH",2013-12-18
14147,BL80574,,13813,"Sherlock Holmes: the shoscombe old place; the Boscombe valley mystery","COX, MICHAEL",2013-12-18
14148,BL80576,,13814,"Sherlock Holmes: the three gables; the dying detective","DAVIS, JUNE WYNDHAM",2013-12-18
14149,BL80578,,13815,"Sherlock Holmes: the illustrious client; the creeping man","COX, MICHAEL",2013-12-18
14154,BL80649,,13820,"Courage Under Fire","Zwick, Edward",2013-12-18
14157,BL80652,,13823,"A Streetcar Named Desire","Erman, John",2013-12-17
14160,BL80655,,13826,Liar,"Glatzer, Peter",2013-12-18
14161,BL81397,,13827,"Kiss Of Death","Schroeder, Barbet",2014-01-10
14169,BL80669,,13835,"The Trench","Clark-Hall, Steve",2013-12-18
14170,BL80724,,13836,"Stuart Little","Wick, Douglas",2013-12-18
14174,BL82162,,13840,"The Gift","Jacks, James",2014-01-11
14175,BL80676,,13841,"Kiss Daddy Goodnight","O'brien, Maureen",2013-12-18
14176,BL80677,,13842,"The Bonfire Of The Vanities","De Palma, Brian",2013-12-18
14185,BL80693,,13851,"Underworld:Disc 1, Disc 2","Rosenburg, Tom",2013-12-18
14186,BL80694,,13852,"Waking Ned","Murray, Glynis",2013-12-18
14194,BL80703,,13861,"Tokyo Godfathers","Kon, Satoshi",2013-12-18
14198,BL80714,,13865,"Wing Commander","Moyer, Tood",2013-12-18
14199,BL80715,,13866,Invasion,"Cook, Robin",2013-12-18
14200,BL80721,,13867,"Ever After","Soria, Mirelle",2013-12-18
14208,BL80741,,13875,"The Signalman","Dickens, Charles",2013-12-18
14209,BL82238,,13875,"The Signalman","Dickens, Charles",2013-12-16
14215,BL80747,,13880,"Robin Sherwood Disc 1, Disc 2","Knight, Paul",2013-12-18
14216,BL80750,,13881,"The Truth About Cats And Dogs","Albert, Cari-Esta",2013-12-18
14219,BL80753,,13884,"Alexander The Great","Rossen, Robert",2013-12-18
14220,BL80754,,13885,Spider,"Cronenberg, David",2013-12-18
14224,BL80760,,13889,"Tora! Tora! Tora!","Williams, Elimo",2013-12-18
14225,BL80762,,13890,"Nicholas And Alexandra","Spiegel, Sam",2013-12-18
14230,BL80770,,13895,"Futurama-Monster Robot Maniac Fun Collection","Ron Hughart",2013-12-18
14231,BL80772,,13896,"The Singing Detective","Gibson, Mel",2013-12-18
14239,BL80782,,13904,Enigma,"Michaels, Lorne",2013-12-18
14242,BL80786,,13907,"Sinbad: Legend Of The Seven Seas","Soria, Mireille",2013-12-18
14243,BL80789,,13908,"The Adventures Of Tom Sawyer","Waterfall Home Entertainment",2013-12-18
14245,BL80791,,13910,"Harry Potter And The Chamber Of Secrets","Heyman, David",2014-01-21
14262,BL80817,,13927,"The Art of Action","Levin, Joni",2013-12-18
14268,BL80824,,13933,Inbetweeners,"Fisher, Darren Paul",2013-12-18
14270,BL80829,,13935,Commando,"Silver, Joel",2013-12-18
14271,BL80831,,13936,"Half Past Dead","Stevens, Andrew",2013-12-18
14273,BL80834,,13938,"Angelina Ballerina: Friends Forever","Doll, Ballerina Rag",2013-12-18
14279,BL80840,,13943,"Angelina Ballerina: The Show Must Go On","Gibbons, Ginger",2013-12-18
14281,BL80844,,13945,"Fire Down Below","Seagal, Steven",2013-12-18
14282,BL80845,,13946,"Nothing Personal","Cavendish, Jonathan",2013-12-18
14286,BL80849,,13950,"Unsolved Mysteries Of The Second World War",,2013-12-18
14287,BL80852,,13951,"Miracle On 34th Street","Perlberg, William",2013-12-18
14292,BL80857,,13955,"Woman On Top","Poul, Alan",2013-12-18
14294,BL80860,,13957,Hero,"Ziskin, Laura",2013-12-18
14296,BL80864,,13959,"Sea Of Souls Dic1, Disc2",BBC,2013-12-18
14300,BL80872,,13963,"Maximum Risk","Diamant, Moshe",2013-12-18
14305,BL80881,,13968,Seabiscuit,"Kennedy, Kathleen",2013-12-18
14306,BL80883,,13969,"Rasamune pilcher's Winter Solstice","Cunliffe, David",2013-12-18
14314,BL80899,,13976,"A Mid Summer Night's Dream","BBC Worldwide",2013-12-18
14317,BL80904,,13979,"Wildlife Diary","Musicbank Ltd",2013-12-18
14319,BL80907,,13981,"There Is Something About Mary","Beddor, Frank",2013-12-18
14325,BL80919,,13987,"Dance With A Stranger","Randall-Cutter, Roger",2013-12-18
14326,BL80921,,13988,"Ever After","Soria, Mireille",2013-12-18
14329,BL80931,,13991,"1492 Conquest Of Paradise","Scott, Ridley",2013-12-18
14330,BL80935,,13992,"101 Dalmatians","Hughes, John",2013-12-18
14331,BL80936,,13993,"Beautiful Girls","Woods, Cary",2013-12-18
14333,BL81996,,13994,"Morecambe And Wise- Series 1&2","Fremantle Media",2014-01-10
14337,BL80945,,13998,Miracle,"Clardi, Mark",2013-12-18
14345,BL80959,,14006,"Calendar Girls","Mackie, Suzanne",2013-12-18
14347,BL80961,,14008,"Hollow Man","Wick, Douglas",2013-12-18
14358,BL80982,,14019,"The Famous Five","Price, John",2013-12-18
14359,BL80984,,14020,"The Girl On The Bridge","Leconte, Patrice",2013-12-18
14360,BL82111,,14021,"Rain Man","Johnson, Mark",2014-01-31
14361,BL80991,,14022,"The Whole Nine Yards","Willis, David",2013-12-18
14364,BL80997,,14025,"The Four Deuces",,2013-12-18
14366,BL81000,,14027,"Dungeons Dragons: Vol 3",,2014-01-02
14367,BL81004,,14028,"The Scorpion King","Sommers, Stephen",2014-01-02
14372,BL81009,,14033,"A Farewell To Arms","Love And Death On The Frontlin",2013-12-18
14377,BL81022,,14038,"Final Analysis","Roven, Charles",2014-01-05
14378,BL81023,,14039,Valentino,"Chartoff, Robert",2013-12-18
14381,BL81026,,14042,"20 Million Miles To Earth","Schneer, Charles H",2013-12-18
14382,BL81027,,14043,"Charlie: The Life And Art Of Charles Chaplin","Schickel, Richard",2013-12-18
14383,BL81028,,14044,"The Chaplin Collection: Limelight Disc1. The Film Disc 2. Special Features","Chaplin, Charles",2014-01-21
14385,BL81033,,14046,"The Chaplin Collection: Modern Times Disc1. The Film Disc2. Special Features","Chaplin, Charles",2014-01-02
14386,BL81034,,14047,"The Chaplin Collection: Disc1. A King In New York, Disc2. A Woman Of Paris","Chaplin, Charles",2013-12-18
14387,BL81035,,14048,"The Chaplin Collection: Monsieur Verdoux","Charles, Chaplin",2013-12-18
14392,BL81043,,14053,Braveheart,"Gibson, Mel",2013-12-18
14393,BL81046,,14054,"Poodle Springs","Mark, Tony",2013-12-18
14394,BL81047,,14055,"Emmett's Mark","Taylor, Graham",2014-01-21
14395,BL81048,,14056,"Primary Suspect","Wolf, Gerald I",2013-12-18
14399,BL81057,,14060,"Wild Life Diary",Musicbank,2013-12-18
14400,BL81058,,14061,"Wildlife Diary: Disc 4",Musicbank,2013-12-18
14401,BL81059,,14062,"The Office: The Complete First Series; Disc1, Disc2","Atalla, Ash",2014-01-16
14407,BL81069,,14067,"The Adventures Of Leo The Lion",,2013-12-18
14408,BL81072,,14068,"Heaven And Earth","Stone, Oliver",2013-12-18
14410,BL81075,,14070,"The Wimbledon Video Collection: The 2004 Official Film",Twi,2014-01-25
14412,BL81080,,14072,"Mission: Impossible","Cruise, Tom",2013-12-18
14414,BL81083,,14074,"As Good As It Gets","Johnson, Bridget",2013-12-18
14416,BL81086,,14076,"Along Came A Spider","Brown, David",2014-01-11
14417,BL81089,,14077,"The Bride Of Frankenstein","Laemmle, Carl",2013-12-18
14418,BL82172,,14077,"The Bride Of Frankenstein","Laemmle, Carl",2013-12-16
14421,BL81093,,14080,"Rosemary's Baby","Polanski, Roman",2013-12-18
14422,BL81094,,14081,"The Talent","Polanski, Roaman",2013-12-18
14423,BL81096,,14082,Phonebooth,"Netter, Gil",2013-12-18
14426,BL81100,,14085,"Look Who's Talking Too","Krane, Jonathan D",2014-01-02
14427,BL81101,,14086,"Look Who's Talking Now","Krane, Jonathan D",2013-12-18
14429,BL81103,,14088,"Behind Enemy Lines/ Behind Enemy Lines 2 (2 disc)","Davis, John",2013-12-18
14433,BL81107,,14092,"Point Break","Abrams, Peter",2013-12-18
14435,BL81109,,14093,Speed,"Gordon, Mark",2013-12-28
14436,BL81114,,14094,"An Affair To Remember","Wald, Jerry",2013-12-18
14437,BL81115,,14095,"Love Is A Many Splendored Thing","Adler, Buddy",2013-12-18
14438,BL81116,,14096,"How Green Was My Valley","Zanuck, Darryl F",2013-12-19
14439,BL81117,,14097,"The Omen","Bernhard, Harvey",2013-12-18
14440,BL81122,,14098,Spider-Man,,2013-12-18
14442,BL81129,,14100,"Laurel & Hardy: Married Life And Anita Garvin; Vol 18",,2013-12-18
14444,BL81133,,14103,"Laurel & Hardy: A Job To Do Vol.14",,2013-12-18
14445,BL81134,,14104,"Laurel & Hardy: Sons Of The Desert Vol.13",,2013-12-18
14446,BL81135,,14105,"Laurel & Hardy: L & H And The Law Vol. 12",,2014-01-05
14447,BL81136,,14106,"Laurel & Hardy: Saps At Sea And Music Shorts; Vol. 11",,2014-01-02
14448,BL81137,,14107,"Laurel And Hardy: Snow; Vol.10",,2013-12-18
14449,BL81140,,14108,"Laurel And Hardy: Blackmail; Vol. 8",,2013-12-18
14456,BL81150,,14114,"10 British Stars Disc1-3: 1. The Barber 2. Suite 16 3. Then There Where Giants 4. Christie Malry's Own Double Entry 5. No Way Home",,2013-12-18
14457,BL81152,,14115,"The Definitivedance Collection: Saturday Night Fever",,2013-12-18
14458,BL81153,,14116,"The Definitivedance Collection: Save The Last Dance",,2013-12-18
14459,BL81155,,14117,"Big Pun: Disc1. Still Not A Player; Disc2. Big Pun Live","Marcus Antonio Miranda",2013-12-18
14460,BL81156,,14118,"Agatha Christie's Murder On The Orient Express",,2013-12-18
14463,BL81158,,14120,"Agatha Christie The Mirror Crack'd",,2013-12-18
14464,BL81162,,14121,"The wicker man Disc1-2: 1. The Original Sound Track 2. The Original Theatrical Version","Hardy Robin",2014-01-28
14467,BL81184,,14123,"Midsomer Murders:Sins of Commission","Smith Peter",2014-01-05
14469,BL81186,,14125,"Mind Your language Vol.2","Lllen Stuart",2013-12-29
14471,BL81188,,14127,"Mind Your Language Vol.4","Allen Stuart",2013-12-18
14472,BL81189,,14128,"The 24th Day","Piccirillo Tony",2013-12-18
14475,BL81194,,14132,"Duck Soup","McCarey Leo",2013-12-29
14476,BL81195,,14133,"Born Free Living Free","Hill James",2014-01-12
14477,BL81196,,14135,,,2013-12-18
14478,BL81197,,14136,Dreamer,"Gatins John",2013-12-18
14479,BL81198,5039036023528,14137,"The Perfect Catch","Bobby Farrelly Peter Farrelly",2014-01-02
14480,BL81199,,14138,"Tommy Troubles",,2013-12-18
14481,BL81201,,14139,Sylvia,"Christine Jeffs",2014-01-11
14482,BL81202,,14140,"7 Days to Live","Sebastian Niemann",2013-12-18
14483,BL81206,,14141,"Tom Brown's School Days","Moore,Dave",2014-01-30
14485,BL81208,,14143,"Still Game","Gilbert,Colin",2013-12-18
14486,BL81209,,14144,"Doctor Who","Russell T Davies",2013-12-18
14487,BL81210,,14145,"Stage Door Canteen  ","Borzage,Frank",2013-12-18
14490,BL81215,,14148,"Spongebob Square Pants:Home Sweet Pineapple",,2013-12-22
14494,BL81223,,14152,"The Big Heat",Lang.Fritz,2013-12-18
14496,BL81230,,14154,"Echoes of War","Emelonye,Obi",2013-12-18
14497,BL81231,,14155,"Midsomer Murders","Holthouse,Richard",2013-12-18
14499,BL81225,,14157,"Peter Kay Live at the Manchester Arena","Kay, Peter",2013-12-18
14500,BL81227,,14158,"Crystal Voyacer","Elfick David",2013-12-18
14501,BL81233,,14159,"Doctor Who:Rose - The End of the World","Davies,Russell T",2013-12-18
14505,BL81238,,14167,"Belonging, 1 Disc",,2013-12-18
14506,BL81239,,14168,"French And Saunders",,2013-12-18
14508,BL81241,,14170,"Coronation St. 2004     ",,2013-12-18
14509,BL81242,,14171,Casanova,"Folkson,Sheree",2013-12-18
14510,BL81243,,14172,"Bridget Jones:The edge of reason","Kidron,Beeban",2013-12-18
14511,BL81244,,14173,"A Night in Compton","Baptiste,Daven",2013-12-18
14512,BL81245,,14174,"The Beggar's Opera","Miller, Jonathan",2013-12-18
14514,BL81249,,14176,"The Hound of the Baskervilles","Christopher Hall David Attwoo",2014-01-16
14516,BL81253,,14178,"Fugitives Run","Leigh ,Thomas",2013-12-18
14518,BL81256,,14180,"Air Crash Investigation & Escape",,2014-01-02
14520,BL81263,,14182,"The Ghost Train","Forde,Walter",2014-01-02
14521,BL81266,,14183,"Doctor Who: The Game - Fathers Day","Davies,Russell T",2013-12-18
14525,BL81271,,14187,"A piece of Cake",,2013-12-18
14526,BL81272,,14188,"Doctor Who","Russel T Davies",2013-12-29
14527,BL81273,,14189,"Wilbur (wants to kill himself)","Lone Scherfig",2013-12-18
14528,BL82696,,14189,"Wilbur (wants to kill himself)","Lone Scherfig",2014-01-28
14533,BL81280,,14194,"The Asphalt Jungle","John Hutson",2013-12-29
14536,BL82253,,14196,"Wildlife Specials:Leopard","Amanda Barrett",2013-12-24
14538,BL82256,,14197,"Wildlife Specials:Serpents","Mike Beynon",2013-12-29
14540,BL81287,,14199,"Charlie and Lola",,2014-01-04
14542,BL81289,,14201,"Doctor Who","Russell T Davies",2013-12-18
14545,BL81295,,14204,"Auschwitz:The Nazis & The Final Solution (2 Discs)","Rees,Lawrence",2014-01-16
14546,BL81296,,14205,"Rap Mania:The Roots of Rap (2 Discs)",,2013-12-18
14547,BL81297,,14206,"Have I Got News For You (DVD) (2 Discs)",,2013-12-18
14548,BL81298,,14207,"Big Train:Series One And Two (2 Discs)","Morris,Chris",2013-12-18
14549,BL81299,,14208,"The Virgin Queen (2 Discs)","Giedroyc,Coky",2013-12-18
14552,BL82178,,14211,"Teachers:Series One (2 Discs)","Aprahamian ,Sallie",2014-01-04
14555,BL81306,,14214,"The Art of Harold Lloyd (2 DVD)",,2013-12-18
14559,BL81312,,14218,"Absolutely Fabulous : Series 5 (2 DVD)",,2013-12-18
14561,BL81317,,14220,"Vanity Fair (2 DVD)","Giles,David",2013-12-18
14562,BL81318,,14221,"Charles II (2 DVD)",,2013-12-18
14563,BL81319,,14222,"Al pacino in Dog Day Afternoon (2 DVD)","Lumet,Sidney",2013-12-17
14564,BL81320,,14223,"Magic Islands & Harbours (2 DVD)",,2014-01-02
14565,BL81321,,14224,"Welsh Journeys (2 DVD)",,2013-12-18
14567,BL81324,,14228,"The Life of Mammals(4 Discs)","David Attenborough",2013-12-18
14568,BL81325,,14229,"Teachers(Series 2, 3Discs)","Peter Lydon",2013-12-17
14570,BL81326,,14230,"Scrubs(4 discs, 3rd series)","Bill Lawrence",2014-01-04
14576,BL82085,,14234,"Teachers (Series 3, Discs 4)","Brian Kelly",2013-12-27
14578,BL81332,,14236,"Action Films:The Lawnmower/Grand Theft Auto/Who dares Wins/ Year of the Gun","Ron howard",2013-12-18
14580,BL82084,,14237,"Drama films:Tiger War saw/Split Decisions/The Whistle Blower/Darrow",N/A,2014-02-02
14583,BL81338,,14240,"Final Destination/Final Destination 2 (Discs 2)","James Wong",2013-12-18
14585,BL81341,,14242,"The Fly","David Cronenberg",2013-12-18
14586,BL81342,,14243,"Today's golfer","Stephen Gammond",2014-01-02
14587,BL81343,,14244,"The Bulldog Breed","Robert Asher",2013-12-18
14588,BL81344,,14245,"One Good Turn","John Paddy Carstairs",2013-12-18
14589,BL81345,,14246,"The Early Bird","Robert Asher",2013-12-18
14590,BL82062,,14246,"The Early Bird","Robert Asher",2013-12-16
14591,BL81346,,14247,"Press for Time","John Asher",2013-12-18
14592,BL81347,,14248,"On the beat","John Asher",2013-12-18
14593,BL81348,,14249,"Man of The moment","John Paddy Carstairs",2014-01-02
14594,BL81349,,14250,"A Stitch in Time","Robert Asher",2013-12-18
14596,BL81351,,14252,"The Square Peg","John Paddy Carstairs",2014-01-09
14598,BL81352,,14253,"Follow a Star","Robert Asher",2014-01-09
14599,BL81353,,14254,"Trouble in Store","John Paddy Carstairs",2014-01-09
14600,BL81354,,14255,"Up in the World","Robert Asher",2014-01-10
14602,BL81356,,14257,"Shakespeare the Animated Tales: Comedy",Shakespeare,2014-01-10
14605,BL81359,,14260,"Doctor Who","Davies,Russell",2014-01-10
14607,BL81407,,14261,"To The Manor Born (2 Disc)  ","Rawnsley, Ian",2014-01-10
14608,BL81368,,14262,"Another Thin Man","W.S. Van Dyke, Richard Thorpe",2014-01-10
14609,BL81369,,14264,,"Roman Polanski",2014-01-10
14611,BL81371,,14266,"Seven Brides For Seven Brothers","Stanley Donen",2014-01-10
14612,BL81372,,14267,"2001 A Space Travesty","Allan Goldstein",2014-01-10
14613,BL82127,,14267,"2001 A Space Travesty","Allan Goldstein",2014-01-18
14614,BL81373,,14269,"The Heiress, 1 Disc","William Wyle",2014-01-10
14615,BL82058,,14269,"The Heiress, 1 Disc","William Wyle",2014-01-12
14616,BL81374,,14270,"Easter Parade : Special edition    ","Charles Walters",2014-01-10
14617,BL81375,,14271,"My Darling Clementine (2 Disc)","John Ford, William A. Wellman",2014-01-10
14618,BL82047,,14271,"My Darling Clementine (2 Disc)","John Ford, William A. Wellman",2013-12-16
14619,BL81376,,14272,"Motley Crue: Carnival Of Sins (2 Discs)    ","Hamish Hamilton",2014-01-10
14620,BL81377,,14273,"The Thin Man   ","W.S. Van Dyke",2014-01-10
14621,BL81378,,14274,"Police Story 2","Jackie Chan",2014-01-10
14622,BL81381,,14275,"Nutty Professor","Directors: Tom Shadyac",2014-01-10
14623,BL81965,,14275,"Nutty Professor","Directors: Tom Shadyac",2014-01-10
14625,BL81380,,14277,Macbeth,"Roman Polanski",2014-01-10
14627,BL82196,,14278,"Jackie Brown (2 Disc)","Quentin Tarantino",2014-02-01
14628,BL81384,,14279,"Little Britain - Series 2 (2 Disc)","Matt Lipsey",2014-01-10
14629,BL81385,,14280,"An American In Paris","Vincente Minnelli",2014-01-10
14630,BL81388,,14281,"Real Life Heroes - The Frontiers Of Exploration",BBC,2014-01-10
14631,BL81389,,14282,"D-Day The Sixth Of June","Henry Koster",2014-01-10
14632,BL81390,,14283,Interiors,"Woody Allen",2014-01-10
14635,BL81394,,14287,"The Godfather - Part III","Francis Ford Coppola",2014-01-10
14636,BL82121,,14287,"The Godfather - Part III","Francis Ford Coppola",2013-12-16
14637,BL81395,,14288,"Buffalo Bill","William A. Wellman",2014-01-10
14638,BL81396,,14289,"Memories Of A Geisha","Rob Marshall",2014-01-10
14639,BL82130,,14290,"The Grapes Of Wrath","John Ford",2014-01-15
14641,BL81400,,14292,"The Fifth Element","Luc Besson",2014-01-10
14642,BL81401,,14294,,"George Pollock",2014-01-10
14646,BL81408,,14299,"The Birth Of A Nation","D.W. Griffith",2014-01-10
14647,BL81409,,14300,"Hanging Up","Diane Keaton",2014-01-10
14649,BL81410,,14301,Boomerang,,2014-01-10
14650,BL82163,,14301,Boomerang,,2014-01-17
14651,BL81411,,14302,"The Philadelphia Story (2 Disc)","George Cukor",2014-01-18
14652,BL81412,,14303,"Lion Of The Desert","Moustapha Akkad",2014-01-10
14653,BL82205,,14303,"Lion Of The Desert","Moustapha Akkad",2013-12-16
14655,BL81414,,14305,"Doctor Dolittle 2","Steve Carr",2014-01-10
14656,BL81415,,14306,"It Happened One Night","Frank Capra",2014-01-10
14657,BL81416,,14307,"Coming To America","John Landis",2014-01-10
14659,BL81417,,14308,"The Postman Always Rings Twice  ","Tay Garnett",2014-01-10
14660,BL81419,,14309,Tootsie,"Sydney Pollack",2014-01-10
14661,BL81420,,14310,"Written On The Wind  ","Douglas Sirk",2014-01-10
14662,BL82149,,14310,"Written On The Wind  ","Douglas Sirk",2013-12-16
14663,BL81421,,14311,"Life In The Freezer: The Complete Series",BBC,2014-01-10
14664,BL81983,,14311,"Life In The Freezer: The Complete Series",BBC,2014-01-10
