itemnumber,barcode,isbn,biblionumber,title,author,datelastseen
15056,BL81863,,14670,"Blood of the Vampire","Cass Henry",2014-01-10
15058,BL81865,,14672,"Classical Ballet: From dream to reality","Brill Annette",2014-01-10
15059,BL81866,,14673,"Creature Comforts","Park Nick",2014-01-10
15060,BL81867,,14674,"Creature Comforts","Goleszowski Richard",2014-01-10
15061,BL81868,,14675,"Creature Comforts","Goleszowski Richard",2014-01-10
15062,BL81869,,14676,"Teach Yourself Meditation",,2014-01-10
15063,BL81870,,14677,Psycho,"Hitchcock Alfred, Fran Richard",2014-01-10
15066,BL81874,,14680,"Closely observed Trains","Menzel Jiri",2014-01-10
15067,BL81875,,14681,"Fundamentals of Youth Football",,2014-01-10
15071,BL81878,,14684,"Great wildlife Moments","Warren Adrian",2014-01-10
15072,BL81879,,14685,"Murder Rooms: The Kindom of Bones","Langton Simon",2014-01-10
15075,BL81882,,14688,"The Caravan Show 1","Trieschler Chris",2014-01-10
15077,BL81885,,14690,"Conspiracy Theories :The death of Marilyn Monroe","Younger James",2014-01-10
15078,BL81886,,14691,"Meditation: The key to peace of mind",,2014-01-10
15079,BL81887,,14692,"Reshaping British Railways",,2014-01-10
15081,BL81889,,14694,Equus,"Lumet Sidney",2014-01-10
15084,BL81891,,14696,Tedbundy,"Bright Mathew",2014-01-10
15085,BL81892,,14697,"A Bit of a Da","Reynolds David",2014-01-10
15087,BL81894,,14699,"Everybody Loves Raymond",,2014-01-10
15089,bl81895,,14701,"Excalibur ",ACT/EXC,2014-01-10
15091,BL81897,,14703,"Murder Room: White Knight Stratagem","Marcus Paul",2014-01-10
15093,BL81899,,14705,"Dempsey and Makepeace",,2014-01-10
15094,BL81900,,14706,"Business is business","Verhoeven Paul",2014-01-10
15095,BL81901,,14707,"The Skin Game","Hitchcock Alfred",2014-01-10
15096,BL81903,,14708,"Beginners guide to Basic Cookery",,2014-01-10
15097,BL81904,,14709,"Capital Punishment","Adrian Vitoria",2014-01-10
15098,BL81905,,14710,"Tom Cruise Impossible","Abrams J.J",2014-01-10
15099,BL81906,,14711,"Daily Exercise Routine","Marmorat Nancy, Brill Annette",2014-01-10
15100,BL81907,,14712,"The wind in the Willows","Taylor Chris & Cockle Jackie",2014-01-10
15101,BL81908,,14713,"The French Lieutenant's Woman","Riesz Karel",2014-01-10
15102,BL81909,,14714,"The speckled Band","Raymond Jack",2014-01-10
15103,BL81910,,14715,Munich,"Spielberg Steven",2014-01-10
15104,BL81911,,14716,"James And The Giant Peach","Selick Henry",2014-01-10
15105,BL82181,,14716,"James And The Giant Peach","Selick Henry",2014-01-29
15106,BL81913,5060033470275,14717,"Black Beauty",,2014-01-10
15109,BL81916,,14720,"The secret life of us","Shortland Cate",2014-01-10
15110,BL81917,,14721,Eureka,"Roeg Nicolas",2014-01-10
15111,BL81918,,14722,"Complementary Kids Weight",,2014-01-10
15112,BL81919,,14723,"The Miracle of our lady of Fatima","Brahm John",2014-01-10
15113,BL81920,,14724,"Autobiography of a princess","Ivory James",2014-01-10
15114,BL81922,,14725,"Around the World in 80 Days","Anderson Michael",2014-01-10
15115,BL81923,,14726,"Gothic -Art for England 1400-1547",Illuminations,2014-01-11
15119,BL81927,,14730,"Savage Islands","Fairfax Ferdinand",2014-01-10
15120,BL81928,,14731,"The Dark Hunter","Cowan Duncan , Jackson Mark",2014-01-10
15121,BL81930,,14732,"Golf Digest Vol 2","Mclean Jim",2014-01-10
15123,BL81932,,14734,"Sherlock Holmes","Conan Arthur",2014-01-10
15124,BL81934,,14735,"Angelina Ballerina","McIntosh Roger , Taylor Kitty",2014-01-10
15125,BL81935,,14736,"Peter Pan","Cristopani Franco",2014-01-10
15126,BL81936,,14737,"Watership Down","Rosen Martin",2014-01-10
15127,BL81937,,14738,"No Man's Land","Werner Peter",2014-01-10
15128,BL81938,5036193092695,14739,"Sons and Lovers","Whittaker Stephen",2014-01-10
15129,BL81939,,14740,"Stress Management",,2014-01-10
15130,BL82284,,14740,"Stress Management",,2014-01-08
15131,BL81940,,14741,"Dressed to Kill","Palma Brian De",2014-01-10
15132,BL81941,,14742,"Storm Breaker","Sax Geoffrey",2014-01-10
15133,BL81943,,14743,"Treasure Island","Byron Haskin",2014-01-10
15134,BL81945,,14744,"You can Sing",Homespun,2014-01-10
15135,BL81946,,14745,"Dugeons and Dragons Vol. 4","Gibbs John",2014-01-10
15136,BL81947,,14746,Godsend,"Nick Hamm",2014-01-10
15137,BL81948,,14747,"What Lies Beneath","Zemeckis Robert",2014-01-10
15138,BL81949,,14748,"Be Slim without dieting",,2014-01-10
15139,BL81951,,14749,"Wildlife Diary Disc 6",,2014-01-16
15140,BL81952,,14750,"Terminator 2 :Judgment day","Cameron James",2014-01-10
15141,BL81953,,14751,"Midwest obsesion","Graham William A.",2014-02-02
15145,BL81972,,14755,"State of the Planet","Attenborough David",2014-01-10
15146,BL81973,,14756,"Dad's Army","Croft David",2014-01-10
15150,BL81979,5050582342611,14760,"Billy Elliot","Daldry Stephen",2014-01-10
15151,BL81985,,14761,Serenity,"Whedon Joss",2014-01-10
15152,BL81986,,14762,"How we built britain","Claypole Jonty, Illis Nicky",2014-01-10
15153,BL81987,,14763,"Mr Benn","McKee David",2014-01-10
15155,BL81989,,14765,"Hotel Rwanda","George Terry",2014-01-10
15156,BL81990,,14766,"Diamond Geezer","Harrison Paul",2014-01-10
15157,BL81992,,14767,"James Herriot's Yorkshire",,2014-01-10
15159,BL81995,,14769,"Seven Wonders of the Industrial world:Vol.3","Bazalgette Edward",2014-01-10
15160,BL81994,,14770,"Seven Wonders of the Industrial world:Vol.3","Everest Mark",2014-01-10
15161,BL81997,,14771,Norbit,"Robbins Brian",2014-01-10
15162,BL81998,,14772,"Steptoe and son-Series 7(2 disc)","Wood Duncan",2014-01-10
15164,BL82001,,14774,"Dad's Army-Series 1&2 (2disc)","Croft David",2013-12-27
15166,BL82003,,14776,"Dad's Army-Series 7","Croft David",2013-12-16
15167,BL82004,,14777,"Dad's army- Series 8","Croft David",2013-12-27
15168,BL82005,,14778,"School for scoundrels","Phillips Todd",2013-12-27
15169,BL82006,,14779,"British Transport Films Collection, The - Vol. 1 - On And Off The Rails (2 disc)",,2014-01-25
15171,BL82008,,14781,"The lost world of Mitchell and Kenyon","Mitchell Sagar,Kenyon James",2014-01-25
15172,BL82009,,14782,"100 Favourite animal songs and rhymes",,2013-12-27
15173,BL82010,,14783,Babe,,2013-12-27
15176,BL82017,,14786,"Harry Potter and the chamber of secrets","Columbus Chris",2013-12-27
15180,BL82024,,14790,Becket,"Glenville Peter",2014-02-01
15181,BL82026,,14791,"Waking the dead 4(disc1 & 2 ):In sight of the lord & False flag","Krishnamma Suri",2013-12-27
15182,BL82028,,14792,"Waking the dead 4(disc 5 & 6):the Hardest word and Shadowplay","Krishnamma Suri",2013-12-27
15184,BL82030,,14794,"Father Ted - Vol. 3 - Series 2 Part 2","Lowney Declan",2013-12-16
15187,BL82038,,14797,"Don Juan De Marco","Levin Jeremy",2014-01-18
15189,BL82060,,14799,Alice,"Allen Woody",2013-12-16
15190,BL82061,,14800,"The Birth of a Nation","Griffith D W",2014-01-05
15192,BL82068,,14802,"Robin of sherwood","Carpenter Richard",2013-12-27
15193,BL82069,,14803,"The Sherlock Holmes Collection:The sign of four & The Blue Carbuncle","Bain Bill",2013-12-27
15194,BL82073,,14804,"Father's Little dividend","Minnelli Vincente",2013-12-16
15196,BL82079,,14806,"George and Wildred: Moving on,The bad penny, And women must weep,baby talk,your money or your life, Where my caravan has rested","Frazer-Jones Peter",2014-01-11
15197,BL82080,,14807,Intolerance,"Griffith D.W.",2013-12-16
15199,BL82089,7321900336857,14809,"The Jacket, 1 Disc","Hussein Waris",2014-01-28
15201,BL82092,,14811,"The Roots","Geffen Records",2013-12-27
15202,BL82095,,14812,"Understand Science:Nobel's Greatest Hits Explained",,2013-12-27
15203,BL82096,,14813,"Vital Signs(2 Disc)","Palmer Charles",2013-12-27
15204,BL82744,,14814,"Get carter 1 Disc","Hodges Mike",2013-12-27
15205,BL82098,,14815,Borderline,"Purcell Maude",2014-01-19
15206,BL82099,,14816,"Bride and Prejudice","Chadha Gurinder",2014-01-24
15207,BL82100,,14817,Elgar,"Russell Ken",2013-12-16
15209,BL82102,,14819,"Bullet Boy","Dibb Saul",2013-12-16
15210,BL82108,,14820,"Golf instruction","Harvey Jeff",2013-12-27
15213,BL82113,,14823,"Walking with monsters: Life before Dinosaurs",,2014-01-08
15215,BL82115,,14825,"British Transport Films Collection, The - Vol. 2 - See Britain By Train (2 disc)",,2013-12-27
15216,BL82116,,14826,"Voyagers-disc1 & 2",,2013-12-16
15217,BL82117,,14827,"Voyagers-Disc 3&4",,2013-12-16
15218,BL82118,,14828,"Voyagers-Disc 5",,2013-12-16
15219,BL82122,,14829,"Godfather II (2 disc)","Coppola Francis Ford",2013-12-27
15220,BL82124,,14830,"As time goes by Series 1 & 2 (3 disc)","Lotterby Sydney",2013-12-16
15221,BL82125,,14831,"As Time Goes By - Series 3 (2 disc)",,2013-12-16
15223,BL82129,,14833,"Ideal Series 2(2 disc)","Duff Graham",2013-12-16
15231,BL82151,,14840,"You can't take it with you","Capra Frank",2013-12-26
15232,BL82152,,14841,"Romancing The Stone/ Jewel Of The Nile (2 disc)","Zemeckis Robert,Teague Lewis",2013-12-22
15235,BL82170,,14844,"The song of Bernadette","King Henry",2013-12-27
15238,BL82175,,14847,"Treasure Island - The Premier Collection","Sholem Lee",2013-12-27
15244,BL82190,,14853,"Ordinary people","Redford Robert",2014-01-09
15246,BL82198,,14855,"Brokeback mountain","Lee Ang",2014-01-12
15247,BL82201,,14856,"Essential Golf Syllabus for All Golfers (2disc)",,2014-01-24
15248,BL82204,,14857,"The League of gentlemen Series1-3 and christmas (5disc)","Bendelack Steve",2013-12-27
15251,BL82211,,14860,"It ain't half hot mum-series 5","Bishop Phil",2014-01-25
15252,BL82213,,14861,"Chunky Monkey","Cruttwell Greg",2014-01-19
15255,BL82218,,14864,"The Jane Austin Collection:Sense and Sensibility",,2013-12-16
15256,BL82219,,14865,"The Jane austin Collection:Manfield Park(2 disc)",,2013-12-16
15258,BL82221,,14867,"The Jane Austin Collection:Northanger Abbey","Foster Giles",2014-01-07
15259,BL82222,,14868,"The Jane Austin Collection:Persuasion","Michell Roger",2013-12-16
15261,BL82225,,14869,"The british Transport Films Collection Vol.3: Running A Railway(2 disc)",,2013-12-16
15262,BL82226,,14870,"A Way of life","Asante Amma",2014-01-05
15263,BL82230,,14871,"Hot Fuzz(2 disc)","Wright Edgar",2013-12-27
15265,BL82231,,14872,"Dear Frankie","Auerbach Shona",2013-12-19
15266,BL82232,,14873,"Messiah Vol.3 & 4(2 disc)","Drury David,Unwin Paul",2013-12-16
15268,BL82234,,14875,"Steptoe & Son series 6(2 disc)",,2013-12-16
15269,BL82235,,14876,"Steptoe & Son series 8",,2013-12-16
15270,BL82236,,14877,"Steptoe & son Series 5(2 Disc)",,2013-12-16
15271,BL82237,,14878,"Top Gear 4 - The Challenges",,2013-12-27
15274,BL82243,,14881,"World Class Trains - The Eastern And Oriental Express",,2014-02-02
15278,BL82247,,14885,"5 Children and IT","John Stephenson",2013-12-27
15279,BL82248,,14886,"Dead Man's Shoes","Meadows Shane",2013-12-16
15281,BL82250,,14888,Strings,"R°nnow-Klarlund Anders",2013-12-28
15284,BL82260,,14890,"The party","Edwards Blake",2013-12-16
15285,BL82261,,14891,"What's New Pussycat","Donner Clive",2013-12-27
15286,BL82263,,14892,"The Bridge on the river kwai(2 disc)","Lean David",2014-01-17
15287,BL82264,,14893,"Under the Greenwood tree: A Classic tale of Love and Romance","Laughland Nick",2014-01-30
15289,BL82266,,14895,"Chef Series-2","Birkin John",2013-12-16
15291,BL82269,,14897,"The mighty celt","Elliott Pearse",2013-12-16
15294,BL82272,,14900,"Blood and Chocolate","Garnier Katja von",2013-12-27
15295,BL82273,,14901,"Jekyll Series 1(2 Disc)","Mackinnon Douglas",2013-12-27
15297,BL82275,,14903,"Air show Greats- Master of the Air:The red Arrows, Farnborough, The Concorde Story",,2013-12-27
15298,BL82276,,14904,"Looking for Langston","Julien Isaac",2013-12-16
15300,BL82279,,14906,"A is for Autism","Webb Tim",2014-01-29
15301,BL82280,,14907,"Detectives series 5(2 disc)",,2013-12-16
15304,BL82285,,14909,"Steptoe and Son series 4(2 disc)",,2013-12-16
15305,BL82286,,14910,"It Ain't Half Hot Mum - Series 1","Bishop Phil",2013-12-31
15306,BL82288,,14911,"UFC67- All or nothing",,2013-12-16
15307,BL82292,,14912,"The world's greatest Lover","Wilder Gene",2013-12-16
15309,BL82295,,14914,"A zed and two noughts","Greenaway Peter",2013-12-16
15312,BL82298,,14917,"Doctor Who:Timeclash","Roberts Pennant",2013-12-16
15314,BL82301,,14919,"The edge of the world","Powell Michael",2014-02-01
15317,BL82305,,14922,"Nursery rhymes",,2013-12-27
15319,BL82307,,14924,"As time goes by- Series 7","Lotterby Sydney",2013-12-16
15324,BL82313,,14929,"Silent Britain","Thompson David",2013-12-16
15325,BL82315,,14930,"Totally awesome","Brennan Neal",2013-12-16
15326,BL82317,,14931,"Stand by me","Reiner Rob",2013-12-16
15331,BL82323,,14936,"Fantastic voyage","Fleischer Richard",2013-12-16
15332,BL82324,,14937,"Under the skin","Adler Carine",2013-12-17
15334,BL82329,,14939,"Buffy - Season 4 (6 disc)","Grossman David",2014-01-17
15337,BL82333,,14942,"Robin Hood-Prince of thieves","Reynolds Kevin",2013-12-16
15338,BL82334,,14943,"Don't Say A Word","Fleder Gary",2013-12-16
15341,BL82338,,14946,Murder,"Hitchcock Alfred",2014-01-29
15342,BL82339,,14947,"As time goes by","Lotterby Sydney",2013-12-16
15343,BL82340,,14948,"Allo Allo Series 3 & 4","Croft David",2013-12-27
15345,BL82341,,14949,"Free Cinema",,2013-12-22
15346,BL80613,,14950,"World war 1","Branagh Kenneth",2014-01-21
15349,BL82342,,14953,"Putt to Win",,2013-12-16
15351,BL82344,,14955,"The history of mini","Boulevard entertainment",2013-12-16
15352,BL82346,,14956,"The history of rolls-royce","Boulevard entertainment",2013-12-27
15356,BL82348,,14960,Wilderness,"Michael J. Bassett",2013-12-27
15359,BL82352,,14963,"Ancient rome the rise and fall of an empire(2 disc)","Mark Hedgecoe",2014-02-02
15361,BL82354,,14965,"The Catherine cookson colection(8 disc)","Alan Grint",2013-12-17
15362,BL82355,,14966,"The barchester chronicles (2 Disc)","David Giles",2014-01-09
15363,BL82356,,14967,"The way we live now","David Yates",2014-01-18
15365,BL82357,,14969,"The cathrine tate show","Gordon Anderson",2013-12-16
15366,BL82358,,14970,Wah-wah,"Richard E. Grant",2013-12-17
15368,BL82827,,14972,"Billy Elliot/ Sixty Six (2 DVD)","Daldry, Stephen",2013-12-16
15371,BL82862,,14975,"Maurice (DVD)","Ivory, James",2013-12-24
15372,BL82852,,14976,"Sexy Beast (DVD)","Glazer, Jonathan",2013-12-16
15373,BL82883,,14977,"This Sporting Life (Special Edition) (DVD)","Anderson, Lindsay",2013-12-16
15374,BL82360,,14978,"Tremors(3 Disc)","Underwood Ron",2013-12-16
15379,BL82365,,14983,"Catherine Cookson - Rags To Riches (8 Discs)","Wheatley, David and others",2014-01-21
15381,BL82367,,14985,"Catherine Tate Show.  Series 2","Catherine, Tate",2013-12-16
15382,BL82368,,14986,"The complete guitar player for beginners","Dick Arthur",2013-12-27
15384,BL82370,,14988,"Waiting for god series 4( 2disc)","Bysh Sue",2013-12-16
15385,BL82371,,14989,"David Leadbetter - From Beginner to Winner (dvd)","Leadbetter , David",2013-12-16
15387,BL82373,,14991,"Harry and his bucket full of dinosaurs","Universal Studio",2013-12-16
15388,BL82375,,14992,"All or Nothing (dvd)","Hunter Kathryn",2013-12-16
15390,BL82376,,14994,"You Rang M'Lord Series 1 ( 2 disc )","Croft David",2014-01-05
15391,BL82377,5014138302931,14995,"You Rang M'Lord - Series 2 ( 2 disc ) (dvd)","Croft, David and Gould, Roy",2014-01-30
15393,BL82379,,14997,"You Rang M'Lord - Series 4 ( 2 disc ) (dvd)","Croft David and Gould Roy",2013-12-16
15394,BL82387,,14998,"The benny hill annual 1977","Robins John",2013-12-16
15396,BL82391,,15000,"Out Of Town - Vol. 2 (dvd)","Hargreaves, Jack",2013-12-16
15397,BL82392,,15001,"Out Of Town - Vol. 3 (dvd)","Hargreaves, Jack",2013-12-16
15398,BL82393,,15002,"Out Of Town - Vol. 4 (dvd)","Hargreaves, Jack",2014-01-05
15400,BL82385,,15004,"The benny hill annual 1975","Robins John",2013-12-16
15401,BL82394,,15005,"Out Of Town - Vol. 5 (dvd)","Hargreaves, Jack",2013-12-16
15404,BL82383,5027626220747,15008,"The benny hill annual 1974","Robins John",2013-12-16
15405,BL82396,,15009,"Out Of Town - Vol. 7 (dvd)","Hargreaves, Jack",2013-12-16
15406,BL82382,,15010,"The benny hill annual 1972","Robins John",2013-12-27
15407,BL82397,,15011,"Out Of Town - Vol. 8 (dvd)","Hargreaves, Jack",2013-12-16
15409,BL82398,,15013,"Out Of Town - Vol. 9 (dvd)","Hargreaves, Jack",2014-01-18
15410,BL82380,,15014,"The benny hill annual 1970(2 disc)","Robins John",2013-12-16
15411,BL82388,,15015,"The benny hill annual 1978","Robins John",2013-12-16
15412,BL82389,,15016,"The benny hill annual 1979","Robins John",2013-12-16
15417,BL82867,,15021,"Brighton Rock (DVD)","Boulting, John",2013-12-27
15418,BL82857,,15022,"The Lavender Hill Mob (DVD)","Crichton, Charles",2013-12-16
15419,BL82783,5037115049636,15023,"Henry V (DVD)","Olivier, Laurence",2013-12-27
15421,BL82466,,15025,"The Servant (DVD)","Losey, Joseph",2013-12-16
15423,BL82872,,15027,"The Full Monty (2 DVD)","Cattaneo, Peter",2013-12-27
15424,BL82782,5014437808639,15028,"Zulu (DVD)","Endfield, Cy",2013-12-27
15425,BL82869,,15029,"Alfie (DVD)","Gilbert, Lewis",2013-12-16
15426,BL82874,,15030,"The Commitments (DVD)(2 Disks)","Parker, Alan",2013-12-16
15429,BL82807,,15033,"Passport to Pimlico (DVD)","Cornelius, Henry",2013-12-16
15430,BL82797,,15034,"Hamlet (DVD)","Olivier, Laurence",2013-12-27
15434,BL82557,,15038,"Darling (DVD)","Schlesinger, John",2013-12-16
15435,BL82779,,15039,"The Wicker Man (DVD)","Hardy, Robin",2013-12-16
15436,BL82884,,15040,"Death at a Funeral (dvd)","Oz, Frank",2014-02-01
15439,BL82868,,15043,"Earth (dvd)","Fothergill, Alastair",2014-02-01
15440,BL82777,,15044,"Captain Kronos-Vampire Hunter (DVD)","Clemens, Brain",2013-12-16
15441,BL82887,,15045,"Chocolat (DVD)","Hallstrom, Lasse",2013-12-27
15443,BL82399,,15047,"Portrait Of A Marriage (DVD)","Whittaker, Stephen",2014-01-16
15447,BL82403,,15051,"Last Legion, The (DVD)","Lefler, Doug",2014-01-24
15450,BL82406,,15054,"Life is Sweet (DVD)","Leigh, Mike",2013-12-17
15451,BL82407,,15055,"Magic School Bus, The - Gets Lost In Space And 3 Other Episodes (DVD)",,2013-12-16
15452,BL82409,,15057,"Hotel du Lac (DVD)","Foster, Giles",2014-01-16
15454,BL82411,,15059,"Possession (DVD)","Labute, Neil",2013-12-27
15455,BL82412,,15060,"Atonement (DVD)","Wright, Joe",2013-12-27
15457,BL82415,,15061,"Notes on a Scandal (DVD)","Eyre, Richard",2013-12-27
15458,BL82416,5027626283346,15062,"Not On Your Nellie - Series 2&3 (2 DVD)","Izzard, Bryan",2013-12-16
15459,BL82417,,15063,"Seachd - The Inaccessible Pinnacle (DVD)","Miller, Simon",2014-01-12
15460,BL82418,,15064,"Maurice (DVD)","Ivory, James",2013-12-16
15461,BL82419,,15065,"West Wittering Affair, The (DVD)","Scheinmann, David",2013-12-16
15462,BL82420,,15066,"Scamp, The (DVD)","Rilla, Wolf",2013-12-17
15463,BL82421,,15067,"Time Without Pity (DVD)","Losey, Joseph",2013-12-16
15464,BL82422,,15068,"Extraordinary Rendition (DVD)","Threapleton, James",2013-12-16
15466,BL82424,,15070,"Shaun The Sheep - Saturday Night Shaun (DVD)",,2014-01-25
15467,BL82425,,15071,"Roary The Racing Car - Vol. 2 - Roary Takes Off (DVD)","Harper, Tim",2013-12-27
15468,BL82426,,15072,"Modern Toss - Series 2 (DVD)",,2013-12-27
15471,BL82429,,15075,"Bleak Moments (DVD)","Leigh, Mike",2014-02-01
15472,BL82430,,15076,"Threads (DVD)","Jackson, Mick",2013-12-16
15474,BL82432,,15078,"Golden Compass, The (DVD)","Weitz, Chris",2013-12-16
15475,BL82433,,15079,"Oranges Are Not The Only Fruit [1990] (DVD)","Kidron, Beeban",2013-12-27
15476,BL82434,,15080,"He Kills Coppers (DVD)","Shergold, Adrian",2013-12-16
15477,BL82435,,15081,"Bread And Roses (DVD)","Loach, Ken",2014-01-05
15478,BL82436,,15082,"Sexy Beast (DVD)","Glazer, Jonathan",2013-12-16
15480,BL82438,,15084,"Doc Martin - Complete Series 2 (2 DVDs)","Bolt, Ben",2013-12-16
15485,BL82444,,15089,"Whose Line Is It Anyway? - Complete Series 1&2 (Boxset) (4 DVD)","Wheeler, Paul",2014-01-29
15486,BL82445,,15090,"Primeval - Series 1and 2 (Boxset) (4 DVD)","Payne, Jamie",2013-12-27
15488,BL82447,,15092,"My Left Foot (DVD)","Sheridan, Jim",2013-12-27
15489,BL82448,,15093,"Daphne (DVD)","Beavan, Clare",2013-12-16
15490,BL82449,,15094,"Broker's Man, The - Series 1and 2 (Boxset) (4 DVD)",,2013-12-27
15491,BL82450,,15095,"The Best of the Comedians - Series 2 (DVD)","Warwick, Dave",2013-12-16
15493,BL82454,,15097,"Hadleigh - Series 1 (Boxset) (4 DVD)",,2013-12-16
15495,BL82455,,15099,"Dora The Explorer - It's A Party (DVD)",,2013-12-16
15496,BL82456,,15100,"Wind In The Willows - Autumn (DVD)",,2014-02-02
15497,BL82457,,15101,"Mist - Sheepdog Tales - Complete Series 1 (DVD)","Kennard, David",2013-12-16
15498,BL82458,,15102,"Postman Pat - Big Boat Adventure (DVD)",,2014-02-02
15499,BL82459,,15103,"Teletubbies - Musical Rhyme Time (DVD)",,2013-12-16
15501,BL82461,,15105,"Thomas and Friends: Engines to the rescue","FEHRLE, PHIL",2013-12-16
15502,BL82462,,15106,"British Artists' Films - Jayne Parker (DVD)","Parker, Jayne",2013-12-16
15505,BL82842,,15109,"The Servant (DVD)","Losey, Joseph",2013-12-27
15506,BL82467,,15110,"Lady Godiva (DVD)",,2013-12-17
15507,BL82468,,15111,"Control (DVD)","Corbijn, Anton",2014-01-19
15508,BL82469,,15112,"Affinity (DVD)","Fywell, Tim",2013-12-16
15509,BL82470,,15113,"peter sellers ( DVD)","Sellers, Peter",2013-12-16
15510,BL82471,,15114,"David Beckham - Life Of An Icon (DVD)",,2013-12-27
15511,BL82472,,15115,"Life In The cold blood: The Complete Series",BBC,2014-01-30
15516,BL82478,,15120,"The English Patient (2 DVD)","Minghella, Anthony",2013-12-16
15518,BL82480,,15122,"Doctor Who - Black Orchid (DVD)","Jones, Ron",2013-12-27
15519,BL82482,,15123,"Paddington Bear - Alphabet Treasure Hunt (DVD)",,2014-01-25
15521,BL82483,,15125,"Hana's Helpline - Hide And Seek (DVD)",,2013-12-20
15522,BL82484,,15126,"Wind In The Willows - Spring (DVD)","Cockle, Jackie",2014-01-18
15523,BL82485,,15127,"Margaret Lockwood Collection (2 DVD) : The Wicked lady bank holiday",,2013-12-16
15524,BL82486,,15128,"Margaret Lockwood Collection (2 DVD) : The Lady vanishes love story",,2013-12-16
15525,BL82487,,15129,"Margaret Lockwood Collection (2 DVD) : Give us the moon highly dangerous",,2014-01-24
15526,BL82489,,15130,"Ross Kemp In Afghanistan (2 DVD)","Conroy, John",2013-12-27
15528,BL82491,,15132,"Maeve Binchy - The Collection ( DVD) : the lilac bus","Rennie, Barbara",2013-12-16
15529,BL82492,,15133,"Maeve Binchy - The Collection ( DVD) : Anner house","Rennie, Barbara",2013-12-16
15531,BL82494,,15135,"Lawrence of Arabia (2 DVD)","Lean, David",2013-12-27
15533,BL82496,,15137,"Green Green Grass - Series 2 (2 DVD)","Dow, Tony",2013-12-16
15534,BL82497,,15138,"Doctor Who - The Voyage Of The Damned [2007 Christmas Special] (DVD)","Strong, James",2014-01-29
15535,BL82498,,15139,"Coal House (2 DVD)",,2013-12-16
15537,BL82500,,15141,"Desmond's - Series 2 (DVD)",,2013-12-16
15539,BL82502,,15143,"Miss Austen Regrets (DVD)","Lovering, Jeremy",2013-12-27
15540,BL82503,,15144,"Control (DVD)","Corbijn, Anton",2013-12-16
15541,BL82504,,15145,"Hallam Foe (DVD)","Mackenzie, David",2014-01-19
15544,BL82507,,15148,"Hippies - The Complete Series (DVD)","Dennis, Martin",2013-12-17
15545,BL82508,,15149,"Enemy At The Door - Series 1 (Boxset) (4 DVD)",,2014-01-07
15546,BL82509,,15150,"Pulling - Series 1 (DVD)","Shapeero, Tristram",2013-12-27
15547,BL82510,,15151,"And Mother Makes Three - Series 1 (DVD)","Frazer-Jones, Peter",2013-12-27
15550,BL82513,,15154,"Billy Elliot/ Sixty Six (2 DVD)","Daldry, Stephen",2013-12-16
15551,BL82515,,15155,"Fifi And The Flowertots - Fifi's Bumper Collection - Vol. 2 (DVD)","Grey, Lisa Jane",2013-12-16
15552,BL82516,,15156,"Sensitive Skin - Series 1 (DVD)","Blick, Hugo",2013-12-16
15554,BL82518,,15158,"Mrs. Palfrey at the Claremont (DVD)","Ireland, Dan",2013-12-16
15555,BL82519,,15159,"Breakfast on Pluto (DVD)","Jordan, Neil",2014-01-25
15557,BL82521,,15161,"Heat and Dust","MERCHANT, ISMAIL",2013-12-27
15559,BL82523,,15163,"The Comfort of Strangers (DVD)","Schrader, Paul",2013-12-27
15560,BL82524,,15164,"Last Orders (DVD)","Schepisi, Fred",2013-12-16
15563,BL82528,,15167,"Raining Stones (DVD)","Loach, Ken",2013-12-27
15566,BL82533,,15170,"Goodnight Sweetheart - Series 1 (DVD)","Nash, Robin",2013-12-16
15568,BL82535,,15172,"Last king of Scotland (DVD)","Macdonald, Kevin",2013-12-27
15569,BL82536,,15173,"Brick Lane (DVD)","Gavron, Sarah",2013-12-16
15571,BL82539,,15175,"Educating Rita",,2014-02-02
15579,BL82548,,15183,"Goodbye, Mr Chips (DVD)","Wood, Sam",2013-12-24
15580,BL82549,,15184,"Life Is Sweet (DVD)","Leigh, Mike",2013-12-19
15582,BL82551,,15186,"A Room with a view (DVD)","Ivory, James",2014-01-04
15583,BL82553,,15187,"This is England (DVD)","Meadows, Shane",2013-12-17
15584,BL82554,6867449001197,15188,"The Madness of King George (DVD)","Hytner, Nicholas",2013-12-27
15586,BL82555,,15189,"The Cruel Sea (DVD)","Frend, Charles",2014-02-01
15587,BL82556,,15190,"Shrek the third (DVD)","Hui, Raman",2013-12-27
15591,BL82560,,15194,"Rupert Bear - Rupert And The Giant Sunflower (DVD)",,2013-12-27
15592,BL82562,6867449004198,15195,"My Beautiful Laundrette (DVD)","Frears, Stephen",2013-12-16
15593,BL80324,,15196,"American Beauty: Look Closer","COHEN, BRUCE",2013-12-18
15594,BL82564,,15197,"Street, The - Series 2 (2 DVD)","Blair, David",2013-12-16
15595,BL82565,,15198,"To The Manor Born - 25th Wedding Anniversary Special (DVD)","Gwenlan, Gareth",2013-12-16
15597,BL82567,,15200,"Dalziel And Pascoe - Series 2 (2 DVD)","Davis, Gareth",2014-02-02
15599,BL82569,,15202,"Foreign Field, A (DVD)","Sturridge, Charles",2014-01-28
15601,BL82571,,15204,"Cider With Rosie (DVD)","Beeson, Charles",2013-12-16
15602,BL82572,,15205,"It's a Free World (dvd)","Loach, Ken",2013-12-27
