Item Type	Biblio Number	Barcode	Accession Date	Last Seen Date	Issue Date	Title	Author									
EZ	484231	ch62798	2013-04-12	2013-05-20	2013-05-20	Oxford Bookworms Library: Stage 5: The Great Gatsby										
EZ	484216	ch62850	2013-04-12	2013-05-30	2013-05-30	Helping Students to Speak	Paul Seligson									
EZ	484035	ch62835	2013-04-12	2013-06-13	2013-06-13	Dominoes: Three: The Curious Case of Benjamin Button Pack										
EZ	480008	ch62809	2013-04-12	2013-07-27	2013-07-27	Oxford Read and Discover: Level 1: In the Sky										
EZ	485444	ch62775	2013-04-12	2013-10-25	2013-10-25	Research Methods in Creative Writing	Jeri Kroll									
EZ	484157	ch62805	2013-04-12	2013-12-21	2013-12-21	Shrek the Third	Anne Hughes									
EZ	484145	ch62804	2013-04-12	2014-01-04	2014-01-04	Mr Bean: The Palace of Bean	Fiona Beddall									
EZ	484016	CH62947	2013-04-12	2014-01-06	2014-01-06	Dominoes: Starter: Kidnap! Pack	John Escott									
EZ	484133	ch62803	2013-04-12	2014-01-06	2014-01-06	Ice Age 3: Dawn of the Dinosaurs	Nicole Taylor									
EZ	484156	ch62802	2013-04-12	2014-01-06	2014-01-06	Shrek Forever After	Anne Hughes									
EZ	484211	ch62780	2013-04-12	2014-01-11	2014-01-11	A Guide to Idioms	Heinle									
EZ	484071	ch62759	2013-04-12	2014-01-11	2014-01-11	Oxford Read and Discover: Level 3: Super Structures Audio CD Pack	Fiona Undrill									
EZ	484127	ch62885	2013-04-12	2014-01-11	2014-01-11	Fast Food Nation										
EZ	483957	ch62978	2013-04-12	2014-01-20	2014-01-20	Classic Tales: Beginner 1: The Little Red Hen Pack										
EZ	484029	ch62841	2013-04-12	2014-01-25	2014-01-25	Dominoes: Three: Little House on the Prairie Pack	Laura Ingalls Wilder									
EZ	483956	ch62992	2013-04-12	2014-01-25	2014-01-25	Classic Tales: Beginner 1: Rumplestiltskin Pack										
EZ	483972	ch62991	2013-04-12	2014-01-29	2014-01-29	Classic Tales: Elementary 1: Little Red Riding Hood Pack										
EZ	483961	ch62912	2013-04-12	2014-01-29	2014-01-29	Classic Tales: Beginner 2: Jack and the Beanstalk Pack										
EZ	483973	CH62899	2013-04-12	2014-01-29	2014-01-29	Classic Tales: Elementary 2: Beauty and the Beast Pack										
EZ	483968	ch62985	2013-04-12	2014-02-01	2014-02-01	Classic Tales: Beginner level 2: Amrita and the Trees: Pack										
EZ	483980	ch62989	2013-04-12	2014-02-01	2014-02-01	Classic Tales: Elementary level 2: Sleeping Beauty: Pack										
EZ	483970	ch62986	2013-04-12	2014-02-01	2014-02-01	Classic Tales: Beginner level 2: Gingerbread Man Pack										
EZ	483974	ch62906	2013-04-12	2014-02-01	2014-02-01	Classic Tales: Elementary 2: Cinderella Pack										
EZ	483996	ch62923	2013-04-12	2014-02-04	2014-02-04	Dominoes: One: The Teacher's Secret and Other Folk Tales Pack	Joyce Hannam									
EZ	484023	CH62938	2013-04-12	2014-02-04	2014-02-04	Dominoes: Starter: The Happy Prince Pack	Oscar Wilde									
EZ	484153	ch62866	2013-04-12	2014-02-04	2014-02-04	Rio: Looking for Blu	Fiona Davis									
EZ	484240	ch62808	2013-04-12	2014-02-04	2014-02-04	Sherlock: A Study in Pink	Paul Shipton									
EZ	483899	ch62960	2013-04-13	2013-10-21	2013-10-21	Teaching Young Learners to Think: ELT-activities for Young Learners Aged 6-12	Herbert Puchta									
EZ	478574	ch63518	2013-04-22	2014-01-04	2014-01-04	Collins Cobuild Idioms Dictionary										
EZ	478642	ch63569	2013-04-23	2014-01-13	2014-01-13	Interactive Level 3 Teacher's Resource Pack	Nicholas Murgatroyd									
EZ	339619	CH64640	2013-07-05	2014-02-01	2014-02-01	New Ready for FCE: Student's Book + Key	Roy Norris									
EZ	103979	CH64728	2013-07-08	2014-01-31	2014-01-31	Practice Tests Plus CAE New Edition Students Book with KeyCD-ROM Pack: 02 CDs + CD ROM	Nick Kenny									
EZ	493796	CH62796	2013-07-08	2014-02-04	2014-02-04	A Lion Called Christian										
EZ	309361	CH65038	2013-09-09	2013-12-27	2013-12-27	KET Testbuilder: Student's Book with Key	Sarah Dymond									
EZ	457956	CH65056	2013-09-09	2013-12-30	2013-12-30	How to Teach Grammar	Thornbury	 Scott								
EZ	512167	CH65488	2013-12-02	2014-01-09	2014-01-09	Successful Presentations: DVD and Student's Book Pack: A Video Series Teaching Business Communication Skills for Adult Professionals	John Hughes									
EZ	447556	CH65525	2013-12-11	2014-01-13	2014-01-13	Storytelling with children	Wright	 Andrew								
EZ	512124	CH65574	2013-12-11	2014-01-16	2014-01-16	Longman Active Study Dictionary CD-ROM Pack										
EZ	512111	CH65544	2013-12-11	2014-01-25	2014-01-25	Oxford Living Grammar: Intermediate: Student's Book Pack: Learn and Practise Grammar in Everyday Contexts										
EZ	512083	CH65565	2013-12-11	2014-01-29	2014-01-29	Richmond Practice Tests for the Cambridge Young Learners Exams Starters Student's Book Pack										
EZ	485450	CH65535	2013-12-11	2014-01-30	2014-01-30	Learner Autonomy in the English Classroom: Empirical Studies and Ideas for Teachers	Paul Lennon									
EZ	512113	CH65549	2013-12-11	2014-02-01	2014-02-01	Start Reading: Bk.1	Derek Strange									
EZ	484561	CH65521	2013-12-11	2014-02-01	2014-02-01	"""Model Business Letters, E-mails and Other Business Documents"""	Shirley Taylor									
EZ	449762	CH66082	2013-12-30	2014-01-22	2014-01-22	Intermediate English Grammar and Practice										
EZ	512136	CH66145	2013-12-31	2014-01-17	2014-01-17	Language Learning with Technology: Ideas for Integrating Technology in the Classroom	Graham Stanley									
EZ	512139	CH66150	2013-12-31	2014-01-30	2014-01-30	Needs Analysis for Language Course Design: A Holistic Approach to ESP	Marjatta Huhta									
EZ	512129	CH66138	2013-12-31	2014-01-31	2014-01-31	Business Vocabulary in Use: Elementary to Pre-Intermediate with Answers and CD-ROM	Bill Mascull									
EZ	485455	CH66197	2013-12-31	2014-02-04	2014-02-04	How to be a Writer: Secrets from the Inside	Stewart Ferris									
JBK	96413	CH18636	2011-04-03	2012-03-02	2011-03-19	The best dog in the world										
JBK	97065	CH48872	2011-04-03	2011-04-03	2011-03-31	Big Book of Science Things to Make and Do	Rebecca Gilpin	 Leonie Pratt	 Josephine Thompson							
JBK	96424	CH18244	2011-04-03	2011-04-16	2011-04-16	"""Well done, the naughtiest girl"""										
JBK	98123	CH46663	2011-04-03	2011-04-19	2011-04-19	Classic Treasury of Nursery Songs and Rhymes (Includes 1 CD)	Trace Moroney									
JBK	98248	CH47419	2011-04-03	2011-04-19	2011-04-19	Little Genius: Bones										
JBK	97678	CH39794	2011-04-03	2011-04-19	2011-04-19	Human Body	Meenambika Menon									
JBK	96434	CH18168	2011-04-03	2011-05-10	2011-05-10	The famous five : Five get into a fix										
JBK	97862	CH17499	2011-04-03	2011-05-25	2011-05-25	Black beauty										
JBK	98991	CH18902	2011-04-03	2011-05-25	2011-05-25	101 dalmatians										
JBK	99508	CH53401	2011-04-03	2011-06-07	2011-06-07	Charlie Bone and the Shadow of Badlock	Jenny Nimmo									
JBK	99959	CH48950	2011-04-03	2011-08-20	2011-08-20	Noah And The Ark										
JBK	99430	CH37823	2011-04-03	2011-09-13	2011-09-13	Kid's Zone: A book of vegetables										
JBK	99078	CH47301	2011-04-03	2011-09-24	2011-09-24	Usborne Phonics Readers: Shark in the Park										
JBK	100357	CH48006	2011-04-03	2011-10-18	2011-10-18	Kim										
JBK	99200	CH20219	2011-04-03	2011-11-05	2011-11-05	Light and dark										
JBK	96871	CH26641	2011-04-03	2011-11-05	2011-11-05	Queen Elizabeth II : Monarch Of Our Times										
JBK	100332	CH24715	2011-04-03	2011-11-05	2011-11-05	Tale of a Tiger										
JBK	99095	CH20223	2011-04-03	2011-11-05	2011-11-05	The baddies goodies										
JBK	96556	CH25201	2011-04-03	2011-12-02	2011-12-02	Dustbin Baby										
JBK	98569	CH54089	2011-04-03	2012-01-31	2012-01-31	Bella and Monty: A Hairy Scary Night	Smith	 Alex T.								
JBK	100228	CH18618	2011-04-03	2012-01-31	2012-01-31	The blue pearls										
JBK	96802	CH21293	2011-04-03	2012-03-12	2012-03-12	Anne Frank	Emma Johnson									
JBK	99504	CH40318	2011-04-03	2012-03-12	2012-03-12	The Second Form at St Clare's	Enid Blyton									
JBK	97102	CH18084	2011-04-03	2012-04-05	2012-04-05	Great Illustrated Classics: Pride and prejudice										
JBK	96460	CH49549	2011-04-03	2012-04-21	2012-04-21	City of Ghosts	Bali Rai									
JBK	98591	CH53141	2011-04-03	2012-04-21	2012-04-21	Taking the Plunge	Helen Bailey									
JBK	96745	CH44774	2011-04-03	2012-04-21	2012-04-21	Uncle Montague's Tales of Terror	Chris Priestley	 David Roberts								
JBK	98821	CH49469	2011-04-03	2012-04-23	2012-04-23	Extreme Kissing	Luisa Plaja									
JBK	97189	CH43472	2011-04-03	2012-04-23	2012-04-23	Stories for 5 Year Olds										
JBK	100175	CH48984	2011-04-03	2012-05-12	2012-05-12	Horrid Henery Gets Rich Quick										
JBK	99793	CH47779	2011-04-03	2012-05-12	2012-05-12	Horrid Henry and the Football Fiend										
JBK	100038	CH52964	2011-04-03	2012-05-31	2012-05-31	Playtime for Rascal	Holly Webb									
JBK	98311	CH50744	2011-04-03	2012-05-31	2012-05-31	A very Fishy Battle	"""Jeremy,Strong"""									
JBK	100020	CH52963	2011-04-03	2012-05-31	2012-05-31	Jess the Lonely Puppy	Holly Webb	 Sophy Williams								
JBK	100115	CH17270	2011-04-03	2012-07-09	2012-07-09	Hungry Harry										
JBK	100120	CH47506	2011-04-03	2012-07-09	2012-07-09	Hushabye Lily										
JBK	98214	CH47503	2011-04-03	2012-07-09	2012-07-09	Coconut Comes to School										
JBK	98501	CH47554	2011-04-03	2012-07-09	2012-07-09	Sassy Gracie										
JBK	97454	CH48913	2011-04-03	2012-07-09	2012-07-09	"""I Love You, Sleepyhead"""	Claire Freedman	 Simon Mendez								
JBK	98868	CH20280	2011-04-03	2012-07-09	2012-07-09	What's that noise										
JBK	99708	CH21211	2011-04-03	2012-07-09	2012-07-09	Tickle ted										
JBK	99921	CH47447	2011-04-03	2012-07-09	2012-07-09	Little Pip and the Rainbow Wish										
JBK	99770	CH19086	2011-04-03	2012-07-09	2012-07-09	Little Martha										
JBK	97487	CH20392	2011-04-03	2012-07-09	2012-07-09	Under the bed										
JBK	97417	CH21192	2011-04-03	2012-07-09	2012-07-09	Time to Get Out	Fulvio Testa									
JBK	100215	CH48959	2011-04-03	2012-07-09	2012-07-09	"""I Miss You, Stinky Face"""										
JBK	99919	CH47841	2011-04-03	2012-07-09	2012-07-09	Cock-a-doodle-hooooooo!										
JBK	97754	CH20255	2011-04-03	2012-07-09	2012-07-09	Lady lupin's book of etiquette										
JBK	99715	CH48946	2011-04-03	2012-07-09	2012-07-09	Little Seal Finds A Friend										
JBK	99101	CH48960	2011-04-03	2012-07-09	2012-07-09	Mole And The Baby Bird										
JBK	99711	CH48956	2011-04-03	2012-07-09	2012-07-09	AnyOne For Tennis?										
JBK	99941	CH47496	2011-04-03	2012-07-09	2012-07-09	That's the One!										
JBK	98209	CH47567	2011-04-03	2012-07-09	2012-07-09	The Three Wishes										
JBK	99528	CH48955	2011-04-03	2012-07-09	2012-07-09	A Good Night Kiss										
JBK	98215	CH47502	2011-04-03	2012-07-09	2012-07-09	Russell the Sheep										
JBK	99051	CH17281	2011-04-03	2012-07-09	2012-07-09	I wish tonight										
JBK	100308	CH47428	2011-04-03	2012-07-09	2012-07-09	Two Tough Teddies										
JBK	99574	CH47315	2011-04-03	2012-07-09	2012-07-09	Caterpillar Butterfly										
JBK	97586	CH18692	2011-04-03	2012-07-09	2012-07-09	Do knights take naps										
JBK	99019	CH17981	2011-04-03	2012-07-09	2012-07-09	Well done little bear										
JBK	96636	CH21128	2011-04-03	2012-07-09	2012-07-09	So say the little monkeys										
JBK	99483	CH47561	2011-04-03	2012-07-09	2012-07-09	"""Tell me a Story, Mummy"""										
JBK	100219	CH47545	2011-04-03	2012-07-09	2012-07-09	Starlight										
JBK	99571	CH47312	2011-04-03	2012-07-09	2012-07-09	My Mum is Fantastic										
JBK	100164	CH47553	2011-04-03	2012-07-09	2012-07-09	Lovely Ruby and the Mermaid										
JBK	99048	CH47311	2011-04-03	2012-07-09	2012-07-09	Beans on Toast: The Story of Baked Beans										
JBK	100290	CH47575	2011-04-03	2012-07-09	2012-07-09	Who's Making That Noise?										
JBK	96456	CH18959	2011-04-03	2012-07-09	2012-07-09	My dad										
JBK	99912	CH53611	2011-04-03	2012-07-09	2012-07-09	Bored Bill										
JBK	100217	CH48964	2011-04-03	2012-07-09	2012-07-09	Where Did All The Dragons Go?										
JBK	98504	CH39792	2011-04-03	2012-07-09	2012-07-09	One Ted Falls Out of Bed	Julia Donaldson & Anna Currey									
JBK	97446	CH48939	2011-04-03	2012-07-09	2012-07-09	"""Can't You Sleep , Little Bear?"""										
JBK	99951	CH48972	2011-04-03	2012-07-09	2012-07-09	Kit The Cat										
JBK	99003	CH47472	2011-04-03	2012-07-09	2012-07-09	Ten Monkey Jamboree										
JBK	100137	CH17973	2011-04-03	2012-07-09	2012-07-09	Bunnykins										
JBK	100073	CH47556	2011-04-03	2012-07-09	2012-07-09	The Best Party										
JBK	99822	CH47856	2011-04-03	2012-07-09	2012-07-09	Burger Boy										
JBK	96706	CH18631	2011-04-03	2012-07-09	2012-07-09	I never saw a purple cow and other nonsense poems										
JBK	100121	CH18930	2011-04-03	2012-07-09	2012-07-09	Baa ! moo what will we do ?										
JBK	99568	CH50751	2011-04-03	2012-07-09	2012-07-09	A Child' s Garden: A Story of hope	Michael Foreman									
JBK	100207	CH53581	2011-04-03	2012-07-09	2012-07-09	Super Daisy										
JBK	99765	CH19968	2011-04-03	2012-07-09	2012-07-09	How slip slap slop got his name										
JBK	98405	CH47501	2011-04-03	2012-07-09	2012-07-09	Drift Upon a Dream										
JBK	99010	CH20313	2011-04-03	2012-07-10	2012-07-10	The large family collection										
JBK	99923	CH48970	2011-04-03	2012-07-10	2012-07-10	I Love You As Big As The World										
JBK	98559	CH54135	2011-04-03	2012-07-10	2012-07-10	One Year with Kipper	Inkpen	 Mick								
JBK	98600	CH54091	2011-04-03	2012-07-10	2012-07-10	Don't Lose Pigley	 Wibbly Pig	Inkpen	 Mick							
JBK	97485	CH21348	2011-04-03	2012-07-10	2012-07-10	Lion's Precious Gift										
JBK	96569	CH29682	2011-04-03	2012-07-10	2012-07-10	Gorillas : The greatest apes										
JBK	100333	CH21380	2011-04-03	2012-07-10	2012-07-10	Water animlas										
JBK	99587	CH53505	2011-04-03	2012-07-10	2012-07-10	Tracks of a Panda	Nick Dowson	 Yu Rong								
JBK	99788	CH49776	2011-04-03	2012-07-10	2012-07-10	100 Facts on Reptiles & Amphibians	Ann Kay									
JBK	99751	CH20033	2011-04-03	2012-07-10	2012-07-10	Cats and other mammals										
JBK	97119	CH17713	2011-04-03	2012-08-04	2012-08-04	Great Illustrated Classics: The invisible man	H G Wells									
JBK	97202	CH49492	2011-04-03	2012-08-11	2012-08-11	Amy Green Teen Agony Queen: Boy Trouble	Sarah Webb									
JBK	98438	CH53615	2011-04-03	2012-08-29	2012-08-29	Whatever Next										
JBK	99395	CH49768	2011-04-03	2012-08-29	2012-08-29	Read Along With Me: Jack and the Beanstalk (Include CD 2374)										
JBK	97659	CH18223	2011-04-03	2012-10-20	2012-10-20	Brave rajputs										
JBK	98098	CH35346	2011-04-03	2012-10-31	2012-10-31	Learn About Science David Holzer										
JBK	99961	CH47436	2011-04-03	2012-11-03	2012-11-03	Magical Princess Stories										
JBK	99367	CH52991	2011-04-03	2012-11-03	2012-11-03	Everything You Need to Know: Animals	Nicola Davies									
JBK	97173	CH27757	2011-04-03	2012-12-10	2012-12-10	Batman Of The Future : The Animated Series Guide										
JBK	100297	CH49997	2011-04-03	2012-12-12	2012-12-12	Henry V	William Shakespeare									
JBK	100351	CH47989	2011-04-03	2012-12-12	2012-12-12	Macbeth										
JBK	100344	CH47995	2011-04-03	2012-12-12	2012-12-12	The War of the Worlds										
JBK	99686	CH47800	2011-04-03	2012-12-12	2012-12-12	Hercules: The Twelve Labours										
JBK	100275	CH40287	2011-04-03	2012-12-15	2012-12-15	The Dumpy Wizard's Party & The Goblin Who Stole Sweets	Enid Blyton									
JBK	99017	CH47318	2011-04-03	2013-02-08	2013-02-08	My Friend Harry										
JBK	100142	CH51239	2011-04-03	2013-02-08	2013-02-08	Charlie and Lola: Snow is My Favourite and My Best	Lauren Child									
JBK	98725	CH48962	2011-04-03	2013-02-08	2013-02-08	Danny's Birthday										
JBK	99740	CH50001	2011-04-03	2013-02-08	2013-02-08	Read Along With Me: Little Red Riding Hood (Include CD 2361)										
JBK	99741	CH50014	2011-04-03	2013-02-08	2013-02-08	Read Along With Me: Cinderella (Include CD 2368)										
JBK	100074	CH47544	2011-04-03	2013-02-08	2013-02-08	Curious Clownfish										
JBK	100326	CH48016	2011-04-03	2013-03-12	2013-03-12	The Man in the Brown Suit										
JBK	100322	CH48019	2011-04-03	2013-03-12	2013-03-12	The Secret Adversary										
JBK	100321	CH48014	2011-04-03	2013-03-12	2013-03-12	And then there were none										
JBK	97568	CH29653	2011-04-03	2013-03-12	2013-03-12	Fundough : Over 100 Salt dough Projects for all the family										
JBK	96245	CH18549	2011-04-03	2013-03-18	2013-03-18	The secret garden										
JBK	100083	CH53039	2011-04-03	2013-03-19	2013-03-19	Tessa in Love	Kate Le Vann									
JBK	96785	CH21506	2011-04-03	2013-03-28	2013-03-28	"""Famous People, Famous Lives : Francis Drake"""										
JBK	99184	CH20015	2011-04-03	2013-03-28	2013-03-28	Louis Pasteur										
JBK	97406	CH48904	2011-04-03	2013-04-02	2013-04-02	Horrid Henry's Underpants	Francesca Simon	 Tony Ross								
JBK	99671	CH54130	2011-04-03	2013-04-05	2013-04-05	Perfect 10	Chris Higgins									
JBK	97856	CH17418	2011-04-03	2013-04-11	2013-04-11	Read with me 4: Sam to the rescue Reissue	"""William Murray Murray, William"""									
JBK	98072	CH43372	2011-04-03	2013-04-11	2013-04-11	Busy Garage	Melanie Joyce									
JBK	99895	CH43357	2011-04-03	2013-04-11	2013-04-11	Riki Tiki Tavi: Favourite Tales (Penguin India)										
JBK	98722	CH47210	2011-04-03	2013-04-11	2013-04-11	Nature.Files: Animal Camouflage & Defence										
JBK	96423	CH18022	2011-04-03	2013-04-13	2013-04-13	Robin of sherwood										
JBK	99732	CH47432	2011-04-03	2013-04-13	2013-04-13	Treasury of Aesop's Fables										
JBK	98734	CH47628	2011-04-03	2013-04-15	2013-04-15	Goosebumps: Welcome to Dead House										
JBK	98347	CH40327	2011-04-03	2013-04-22	2013-04-22	Favourite Stories for boys										
JBK	99236	CH54046	2011-04-03	2013-06-01	2013-06-01	Marigold's Bad Hair Day	Margaret Nash & Martin Remphry									
JBK	98070	CH43366	2011-04-03	2013-09-12	2013-09-12	Busy Shop	Melanie Joyce									
JBK	97126	CH24864	2011-04-03	2013-11-16	2013-11-16	Alice's Adventures in Wonderland										
JBK	99081	CH47304	2011-04-03	2013-11-20	2013-11-20	Usborne Phonics Readers: Sam Sheep can't Sleep										
JBK	98079	CH43380	2011-04-03	2013-11-30	2013-11-30	Pirates	Lorraine Horsley									
JBK	99981	CH43346	2011-04-03	2013-11-30	2013-11-30	Little Red Riding Hood.										
JBK	98084	CH43368	2011-04-03	2013-11-30	2013-11-30	Busy Tractor	Jillian Harker									
JBK	98944	CH43360	2011-04-03	2013-11-30	2013-11-30	Beauty and the Beast										
JBK	99629	CH52994	2011-04-03	2013-11-30	2013-11-30	Astronaut	Louise Spilsbury	 Anita Ganeri								
JBK	99735	CH49771	2011-04-03	2013-12-20	2013-12-20	Read Along With Me: Puss in Boots (Include CD 2375)										
JBK	98802	CH40552	2011-04-03	2013-12-21	2013-12-21	Nature Encyclopedia										
JBK	97860	CH43374	2011-04-03	2013-12-21	2013-12-21	Monster Stories for Under Fives	Joan Stimson									
JBK	98416	CH47286	2011-04-03	2013-12-23	2013-12-23	Read at Home: Super Dad										
JBK	99224	CH54055	2011-04-03	2013-12-23	2013-12-23	Sniff Gets Digging	Clare De Marco & James Cottell									
JBK	99223	CH54059	2011-04-03	2013-12-23	2013-12-23	"""Splish, Splash!"""	Clare De Marco	 Gustavo Mazali								
JBK	98202	CH53398	2011-04-03	2013-12-23	2013-12-23	Billionaire Boy	David Walliams									
JBK	99733	CH48966	2011-04-03	2013-12-23	2013-12-23	Treasury Of Aesop's Fables										
JBK	97443	CH43358	2011-04-03	2013-12-23	2013-12-23	The Singing Ass	Kalpish Ratna									
JBK	99897	CH43349	2011-04-03	2013-12-23	2013-12-23	The Three Friends										
JBK	98606	CH54128	2011-04-03	2013-12-28	2013-12-28	How To Train Your Dragon										
JBK	97456	CH51243	2011-04-03	2013-12-28	2013-12-28	The Littlest Owl	Caroline Pitcher	 Tina MacNaughton								
JBK	100212	CH42877	2011-04-03	2013-12-30	2013-12-30	If you're happy and you know it!	Jane Cabrera.									
JBK	98420	CH47290	2011-04-03	2013-12-30	2013-12-30	Read at Home: The Raft Race										
JBK	98417	CH47288	2011-04-03	2013-12-30	2013-12-30	Read at Home: Ouch!										
JBK	99522	CH52990	2011-04-03	2013-12-30	2013-12-30	Animals and Me	"""All about amazing animals,including you!"""									
JBK	98910	CH19047	2011-04-03	2013-12-30	2013-12-30	The terrible underpants										
JBK	99018	CH20181	2011-04-03	2013-12-30	2013-12-30	Just you and me										
JBK	97006	CH21285	2011-04-03	2013-12-30	2013-12-30	Counting Sheep!										
JBK	100364	CH48943	2011-04-03	2013-12-30	2013-12-30	Black Beauty										
JBK	98563	CH54066	2011-04-03	2014-01-04	2014-01-04	Mum and Dad Glue	Gray	 Kes								
JBK	98389	CH49002	2011-04-03	2014-01-04	2014-01-04	"""Phonics: In The Sun, The Dressing Up Box"""										
JBK	99548	CH47322	2011-04-03	2014-01-04	2014-01-04	Once Upon a Picnic										
JBK	96414	CH18922	2011-04-03	2014-01-04	2014-01-04	The best dog in the world										
JBK	99235	CH54088	2011-04-03	2014-01-06	2014-01-06	Bless You!	Sheryl Webster	 Tomislav Zlatic								
JBK	97534	CH48863	2011-04-03	2014-01-06	2014-01-06	Horrid Henry and the Mummy's Curse	Francesca Simon	 Tony Ross								
JBK	98930	CH53577	2011-04-03	2014-01-27	2014-01-07	The Glow In The Dark Book Of Space										
JBK	97219	CH48823	2011-04-03	2014-01-07	2014-01-07	Killer Energy: AND Shocking Electricity	Nick Arnold	 Tony De Saulles								
JBK	99583	CH53404	2011-04-03	2014-01-07	2014-01-07	Alice's Adventures in Wonderland: Walker Illustrated Classics	Lewis Carroll	 Helen Oxenbury								
JBK	99707	CH47280	2011-04-03	2014-01-07	2014-01-07	Caring & Sharing: Teddy Is Brave										
JBK	97351	CH21043	2011-04-03	2014-01-08	2014-01-08	Noah and the Ark										
JBK	96559	CH49463	2011-04-03	2014-01-08	2014-01-08	Secrets at St Jude's: Jealous Girl	Carmen Reid									
JBK	96198	CH49475	2011-04-03	2014-01-08	2014-01-08	Bright Girls	Clare Chambers									
JBK	100140	CH51238	2011-04-03	2014-01-09	2014-01-09	Charlie and Lola: Whoops! But it Wasn't Me	Lauren Child									
JBK	99083	CH47302	2011-04-03	2014-01-09	2014-01-09	Usborne Phonics Readers: Toad makes a road										
JBK	97204	CH48890	2011-04-03	2014-01-11	2014-01-11	Beastly Body Experiments	Nick Arnold	 Dave Smith								
JBK	99292	CH47464	2011-04-03	2014-01-14	2014-01-14	Human Body										
JBK	100011	CH53802	2011-04-03	2014-01-14	2014-01-14	Lair of the Mothman	Pete Johnson	 Tom Percival								
JBK	97971	CH31908	2011-04-03	2014-02-05	2014-01-16	So You Want to Work with Animals?	Margaret McAlpine									
JBK	99808	CH53515	2011-04-03	2014-01-18	2014-01-18	Flood and Fang	Marcus Sedgwick									
JBK	98633	CH49996	2011-04-03	2014-01-18	2014-01-18	Eating things on Sticks	Anne Fine									
JBK	96870	CH26649	2011-04-03	2014-01-20	2014-01-20	Neil Armstrong : The First Man on the Moon										
JBK	98206	CH49142	2011-04-03	2014-01-20	2014-01-20	Fairy Dust And The Quest For The Egg										
JBK	99441	CH47307	2011-04-03	2014-01-20	2014-01-20	Step by Step: Paperfolding										
JBK	99230	CH54073	2011-04-03	2014-01-20	2014-01-20	Goldilocks Rap	Clare De Marco									
JBK	98413	CH47284	2011-04-03	2014-01-20	2014-01-20	Read at Home: Picnic Time										
JBK	99540	CH49016	2011-04-03	2014-01-20	2014-01-20	The Quick And Easy Cook Book For Kids										
JBK	98793	CH48515	2011-04-03	2014-01-20	2014-01-20	Dr No (2 DVD)	directed by Terence Young									
JBK	99627	CH52956	2011-04-03	2014-01-22	2014-01-22	A Tiger for Breakfast	Narinder Dhami									
JBK	99924	CH49015	2011-04-03	2014-01-22	2014-01-22	The Wish Cat										
JBK	99272	CH52979	2011-04-03	2014-01-22	2014-01-22	Once There Was a Seed	Judith Anderson	 Mike Gordon								
JBK	98692	CH47397	2011-04-03	2014-01-23	2014-01-23	Chemical in Action: Metals										
JBK	98692	CH47397	2011-04-03	2014-01-23	2014-01-23	Chemical in Action: Metals										
JBK	98596	CH54117	2011-04-03	2014-01-23	2014-01-23	Gladiator Boy vsThe Insane Fury										
JBK	99999	CH53811	2011-04-03	2014-01-23	2014-01-23	Mud!	David Roberts	 Alan MacDonald								
JBK	98861	CH46603	2011-04-03	2014-01-25	2014-01-25	Dinosaurs:The Fact Files	Paul Harrison									
JBK	99610	CH53441	2011-04-03	2014-01-25	2014-01-25	Great Escape	Elizabeth Lindsay									
JBK	96367	CH46654	2011-04-03	2014-01-25	2014-01-25	Say Hello to the Snowy Animals!: A Soft-to-touch Book	Ian Whybrow	 Edward Eaves								
JBK	99516	CH47510	2011-04-03	2014-01-25	2014-01-25	Great Art Attack Stuff										
JBK	99028	CH47309	2011-04-03	2014-01-25	2014-01-25	Brand New Baby										
JBK	100040	CH52968	2011-04-03	2014-01-25	2014-01-25	Oscar's Lonely Christmas	Holly Webb	 Sophy Williams								
JBK	99787	CH45823	2011-04-03	2014-01-27	2014-01-27	8000 Things You Should Know										
JBK	98006	CH40550	2011-04-03	2014-01-27	2014-01-27	100 Great Inventors										
JBK	99192	CH20017	2011-04-03	2014-01-27	2014-01-27	Captain Scott										
JBK	100292	CH47537	2011-04-03	2014-01-28	2014-01-28	Zoe and the Dragon										
JBK	98422	CH47292	2011-04-03	2014-01-28	2014-01-28	Read at Home: Arctic Adventure										
JBK	98424	CH47294	2011-04-03	2014-01-28	2014-01-28	Read at Home: Trapped!										
JBK	100007	CH53804	2011-04-03	2014-02-05	2014-01-31	Harry the Homeless Puppy	Holly Webb	 Sophy Williams								
JBK	98622	CH20288	2011-04-03	2014-02-01	2014-02-01	The rainbow bear										
JBK	98573	CH54064	2011-04-03	2014-02-01	2014-02-01	Cross Crocodile	Hadithi	 Mwenye								
JBK	99978	CH43343	2011-04-03	2014-02-01	2014-02-01	The three little pigs.										
JBK	99233	CH54077	2011-04-03	2014-02-01	2014-02-01	"""Head, Shoulders, Knees and Toes: Clap, Wriggle, Stretch and Jump"""	Brian Moses& Lisa Smith									
JBK	98733	CH47627	2011-04-03	2014-02-04	2014-02-04	Goosebumps: Welcome to Camp Nightmare										
JBK	98732	CH47618	2011-04-03	2014-02-04	2014-02-04	Goosebumps: Stay out of the Basement										
JBK	98023	CH45811	2011-04-03	2014-02-04	2014-02-04	The Horrible Science of Everything	Nick Arnold	 Tony De Saulles								
JBK	100050	CH49779	2011-04-03	2014-02-04	2014-02-04	Planet Animal	Barbara Taylor									
JBK	98316	CH53488	2011-04-03	2014-02-05	2014-02-05	Airman	Eoin Colfer									
