Item Type	Biblio Number	Barcode	Accession Date	Last Seen Date	Issue Date	Title	Author									
BK	85719	CH36837	2011-04-03	2013-04-11	2013-04-11	A Concise History of the modern world	William Woodruff									
BK	83592	CH8534	2011-04-03	2013-04-11	2013-04-11	A History Of India	Burton Stein									
BK	92025	CH43533	2011-04-03	2013-04-12	2013-04-12	Rivals	Bill Emmott									
BK	86294	CH24168	2011-04-03	2013-04-13	2013-04-13	How Fashion Works										
BK	81549	CH49609	2011-04-03	2013-04-13	2013-04-13	200 Projects to Get You into Fashion Design	Grandon	 Adrian								
BK	87109	CH44060	2011-04-03	2013-04-13	2013-04-13	5 Rules of Thought	Mary Browne									
BK	88940	CH42501	2011-04-03	2013-04-13	2013-04-13	Fix Your Life	Nikki Bradford									
BK	91129	CH51838	2011-04-03	2013-04-13	2013-04-13	The 100 Foods You Should be Eating: How to Source	 Prepare and Cook Healthy Ingredients	Glen Matten								
BK	81449	CH36712	2011-04-03	2013-04-15	2013-04-15	Key Concepts in Psychology	Julie Winstanley									
BK	80125	CH26554	2011-04-03	2013-04-16	2013-04-16	In the teeth of the evidence										
BK	79839	CH27246	2011-04-03	2013-04-17	2013-04-17	Conversations with God : Book One										
BK	79839	CH27246	2011-04-03	2013-04-17	2013-04-17	Conversations with God : Book One										
BK	90971	CH51854	2011-04-03	2013-04-18	2013-04-18	Slim to Win: Diet and cookbook	Rosemary Conley									
BK	89739	CH50695	2011-04-03	2013-04-18	2013-04-18	Trease and Evans Pharmacognosy	William C Evans									
BK	86868	CH31086	2011-04-03	2013-04-18	2013-04-18	Pharmacology	Mary J Mycek	 Richard A Harvey	 Pamela C Champe							
BK	81552	CH48132	2011-04-03	2013-05-30	2013-05-30	Youth Football Coaching: Developing Your Team Through the Season	Jay	 Simon								
BK	100053	CH52664	2011-04-03	2013-05-30	2013-05-30	1001 Bizarre Football Stories	Robert Lodge									
BK	87919	CH53106	2011-04-03	2013-05-30	2013-05-30	Bone China	Roma Tearne									
BK	91256	CH53633	2011-04-03	2013-06-06	2013-06-06	Farrow and Ball Living with Colour	Ros Byam Shaw									
BK	89481	CH52379	2011-04-03	2013-06-14	2013-06-14	Blogging and Other Social Media: Exploiting the Technology and Protecting the Enterprise	Alex Newson	 Deryck Houghton	 Justin Patten							
BK	87945	CH53082	2011-04-03	2013-06-17	2013-06-17	I Heart Paris	Lindsey Kelk									
BK	91283	CH51988	2011-04-03	2013-06-27	2013-06-27	The Facebook Manager: The Psycology and practice of web- based social networking	Bridget Grenville-Cleave	 Jonathan Passmore								
BK	81941	CH38394	2011-04-03	2013-06-28	2013-06-28	Complete Guide to Cocktails and Drinks	Stuart Walton									
BK	90960	CH53562	2011-04-03	2013-07-06	2013-07-06	Paper Scissors Glue: 40 Fun and Creative Papercraft Projects for Kids Aged 3-10	Catherine Woram									
BK	91548	CH52411	2011-04-03	2013-07-06	2013-07-06	Why are Manhole Covers Round?: The Renowned Interview Success Guide to Help You Past the Famous Microsoft Interview Question (or Any Other Job Interview You're Facing)	Charlie Mulraine									
BK	82293	CH49363	2011-04-03	2013-07-06	2013-07-06	Succeed In Life	Eales-White	 Rupert								
BK	91378	CH52036	2011-04-03	2013-07-09	2013-07-09	India Inc: How India's top ten entrepreneurs are winning globally	Pota Vikas									
BK	85778	CH16090	2011-04-03	2013-07-13	2013-07-13	Managerial Economics	Timothy C G Fisher and Robert G Waschik									
BK	88667	CH52014	2011-04-03	2013-07-13	2013-07-13	Brilliant Personal Finances: How to make money work for your life	Margaret Corridan									
BK	91459	CH43407	2011-04-03	2013-07-17	2013-07-17	A bit of a marriage	Karina Mellinger									
BK	88289	CH52834	2011-04-03	2013-07-27	2013-07-27	Freakonomics	Steven D. Levitt									
BK	91303	CH46492	2011-04-03	2013-07-31	2013-07-31	Mates & Dates Portobello Princesses										
BK	86986	CH15956	2011-04-03	2013-08-02	2013-08-02	Skills for success : The personal development planning handbook	Stella Cottrell									
BK	82785	CH45954	2011-04-03	2013-08-03	2013-08-03	Live Organic: Brilliant Ideas to Purify Your Lifestyle and Feel Good About it	Lynn Huggins Cooper									
BK	91566	CH47009	2011-04-03	2013-08-05	2013-08-05	Messages	Lynne Rees	 Sarah Salway								
BK	89044	CH38105	2011-04-03	2013-08-05	2013-08-05	My Name Is Red	Orhan Pamuk									
BK	89167	CH39831	2011-04-03	2013-08-05	2013-08-05	Arrow Of God	Chinua Achebe									
BK	90186	CH40126	2011-04-03	2013-08-06	2013-08-06	Iwoz	Steve Wozniak									
BK	88795	CH52761	2011-04-03	2013-08-06	2013-08-06	The Google story	David A. Vise									
BK	81813	CH15037	2011-04-03	2013-08-10	2013-08-10	Diana : Closely Guarded Secret	Robert Jobson									
BK	82993	CH35299	2011-04-03	2013-08-23	2013-08-23	The secrets of economic indicators	Bernard Baumohl									
BK	89687	CH53918	2011-04-03	2013-09-04	2013-09-04	Songs of Blood and Sword										
BK	80777	CH50489	2011-04-03	2013-09-06	2013-09-06	The Storm of War: A New History of the Second World War	Andrew Roberts									
BK	81055	CH14258	2011-04-03	2013-09-14	2013-09-14	The complete book of food combining: A new 	 easy to use guide to the most successful diet ever	Kathryn Marsden								
BK	87257	CH37218	2011-04-03	2013-09-14	2013-09-14	The yoge bible	Christina Brown									
BK	89649	CH44631	2011-04-03	2013-09-20	2013-09-20	SuperStretch : create a longer	 learner more flexible body in only 1hour a week	Jacqueline Lysycia								
BK	91130	CH51819	2011-04-03	2013-09-20	2013-09-20	Anatomy of Yoga for Posture and Health	Nicky Jenkins	 Leigh Brandon								
BK	86829	CH23925	2011-04-03	2013-09-20	2013-09-20	Pilates Yoga										
BK	91289	CH51984	2011-04-03	2013-09-23	2013-09-23	The Customer Service Toolkit	Stuart Emmett									
BK	89755	CH53742	2011-04-03	2013-10-04	2013-10-04	Rumours and Red Roses	Patricia Fawcett									
BK	81326	CH24688	2011-04-03	2013-10-05	2013-10-05	Creative Ribbon Crafting										
BK	79841	CH33612	2011-04-03	2013-10-09	2013-10-09	Deja view	Lisa Armstrong									
BK	80925	CH42943	2011-04-03	2013-10-09	2013-10-09	The Real Thing	Catherine Alliott									
BK	87576	CH44852	2011-04-03	2013-10-10	2013-10-10	Stress Relief to Go: Yoga Meditation Reiki Pilates Feng Shui and More	Hilton	 Jonathan								
BK	81949	CH45897	2011-04-03	2013-10-10	2013-10-10	How to Reduce Your Carbon Footprint: 365 Practical Ways to Make a Real Difference	Joanna Yarrow									
BK	91554	CH46597	2011-04-03	2013-10-11	2013-10-11	Boundless Energy:52 brilliant ideas for recapturing your bounce	Elisabeth Wilson									
BK	90029	CH41716	2011-04-03	2013-10-11	2013-10-11	Detox Yourself	Jane Scrivner									
BK	87308	CH36807	2011-04-03	2013-10-11	2013-10-11	Be Your Own Love Coach: Ways to help you Find and Keep your soulmate	Ariana Gee									
BK	85011	CH28501	2011-04-03	2013-10-11	2013-10-11	How to talk to anyone: 92 little tricks for big success in relationships	Leil Lowndes									
BK	81697	CH21809	2011-04-03	2013-10-14	2013-10-14	Zen for Modern Living	Gillett	 Roy								
BK	91352	CH52352	2011-04-03	2013-10-14	2013-10-14	The Complete Aromatherapy Tutor: Everything You Need to Achieve Professional Expertise	Joanna Hoare									
BK	90677	CH51823	2011-04-03	2013-10-14	2013-10-14	Teach Yourself: Change Your Mood with Aromatherapy	Denise Whichello Brown									
BK	82551	CH49616	2011-04-03	2013-10-15	2013-10-15	Success with Wildlife Photography	Toon	 Steve								
BK	90332	CH43812	2011-04-03	2013-10-25	2013-10-25	How to Read Texts: A Student Guide to Critical Approaches and Skills	McCaw	 Neil								
BK	91483	CH51016	2011-04-03	2013-11-07	2013-11-07	World War II In Cartoons	Mark Bryant									
BK	84922	CH12697	2011-04-03	2013-11-15	2013-11-15	Drawing cartoons: A complete guide to cartoons	 comics	 animated cartoons and caricatures	John Byrne	 Alex Hughes	 Janet Nunn and Graham Garside					
BK	86235	CH31075	2011-04-03	2013-11-23	2013-11-23	Junior golf										
BK	91518	CH51967	2011-04-03	2013-11-23	2013-11-23	The Effective Leadership Guide: 31 Proven lessons to increase personal effectiveness and leave your competition standing	Michael Nicholas									
BK	90909	CH52741	2011-04-03	2013-11-28	2013-11-28	Energise: How to Survive and Prosper in the Age of Scarcity	Eddie Hobbs									
BK	85184	CH18209	2011-04-03	2013-11-30	2013-11-30	The night train at deoli and other stories										
BK	91626	CH52094	2011-04-03	2013-12-07	2013-12-07	My Fire's Gone Out!: How to Cope With Change in Your Work and Life	Liam O'Connell									
BK	81036	CH48461	2011-04-03	2013-12-09	2013-12-09	Making Sense of Business: A No-nonsense Guide to Business Skills for Managers and Entrepreneurs	Branagan	 Alison								
BK	91900	CH52766	2011-04-03	2013-12-10	2013-12-10	The alchemist	Paulo Coelho									
BK	82290	CH48269	2011-04-03	2013-12-12	2013-12-12	Coach Yourself to Success	Preston	 Tom								
BK	90832	CH53784	2011-04-03	2013-12-14	2013-12-14	How to Help Your Child Learn	Bernadette Tynan									
BK	89652	CH51437	2011-04-03	2013-12-28	2013-12-14	The Knitter's Handbook: Yarns - Needles - Stitches - Techniques	Eleanor Van Zandt									
BK	90733	CH17217	2011-04-03	2013-12-14	2013-12-14	The man in the iron mask	A dumas									
BK	91517	CH52298	2011-04-03	2013-12-14	2013-12-14	The Betrayal	Helen Dunmore									
BK	87979	CH51994	2011-04-03	2013-12-14	2013-12-14	23 Steps to Success and Achievement: The Dynamic plan that will change your life	Robert Lumsden									
BK	88665	CH51977	2011-04-03	2013-12-18	2013-12-18	How to Sell: Sell anything to anyone	Jo Owen									
BK	91675	CH52637	2011-04-03	2013-12-18	2013-12-18	Brilliant Checklists for Entrepreneurs: Your Shortcut to Success	Robert Ashton									
BK	91297	CH45708	2011-04-03	2013-12-18	2013-12-18	Kim	Rudyard Kipling									
BK	83262	CH35221	2011-04-03	2013-12-18	2013-12-18	40 Digital Photo Retouching Techniques (Includes CD 1186)										
BK	86544	CH39610	2011-04-03	2013-12-18	2013-12-18	Don't Die Young	Alice Roberts									
BK	80566	CH35717	2011-04-03	2013-12-20	2013-12-20	The practice of english language teaching	Jeremy Harmer									
BK	80923	CH26564	2011-04-03	2013-12-20	2013-12-20	Going Too Far	Alliott	 Catherine								
BK	81414	CH25212	2011-04-03	2013-12-21	2013-12-21	Biscuit Recipes										
BK	87966	CH53073	2011-04-03	2013-12-21	2013-12-21	The Judas Gate	Jack Higgins									
BK	88472	CH46841	2011-04-03	2013-12-23	2013-12-23	Literary Theory and Criticism: an Oxford Guide	Edited by Patricia Waugh									
BK	82439	CH49273	2011-04-03	2013-12-23	2013-12-23	Market-Led Strategic Change: Transforming the Process of Going to Market	Piercy	 Nigel								
BK	87042	CH32028	2011-04-03	2013-12-24	2013-12-24	Renaissance Drama: AnAnthology of Plays and Entertainments	Kinney	 Arthur F.								
BK	87025	CH32292	2011-04-03	2013-12-24	2013-12-24	Literary Theory: An Anthology	Julie	 Rivkin	 Ryan	Michael (ed.)						
BK	79804	CH11057	2011-04-03	2013-12-24	2013-12-24	Modern Literary Theory : A reader	Edited by Philip Rice and Patricia Waugh									
BK	88182	CH54037	2011-04-03	2013-12-26	2013-12-26	To Kill A Mokingbird	Harper Lee									
BK	87323	CH44920	2011-04-03	2013-12-26	2013-12-26	The White Tiger	Adiga	 Aravind								
BK	91637	CH52044	2011-04-03	2013-12-26	2013-12-26	Earn More	 Stress Less: How to attract wealth using the secret science of getting rich.	Fergus O'Connell								
BK	90486	CH51076	2011-04-03	2014-01-17	2013-12-27	King Lear by William Shakespeare	Casey	 Francis								
BK	88588	CH51029	2011-04-03	2014-01-17	2013-12-27	A History of English Literature	Michael Alexander									
BK	89295	CH53788	2011-04-03	2013-12-27	2013-12-27	Classroom Observation Tasks : A Resource Book for Language Teachers and Trainers	Ruth Wajnryb									
BK	81980	CH50424	2011-04-03	2014-01-16	2013-12-27	How to Write Great Screenplays: And Get Them into Production	Linda M. James									
BK	89348	CH49382	2011-04-03	2013-12-27	2013-12-27	Cambridge Preliminary English Test Extra Student's Book with Answers(Includes CD 2354	 CD 2355	 CD 2356)								
BK	91185	CH52698	2011-04-03	2013-12-28	2013-12-28	The Ultimate Book of Drawing: Professional Skills and Inspiration for Every Artist	Barrington Barber									
BK	81520	CH45774	2011-04-03	2013-12-28	2013-12-28	The Book of Crafts: Ceramics	 Papercraft	 Knitting	 Crochet	 Jewellery Making	Katherine Sorrell					
BK	81111	CH31090	2011-04-03	2013-12-28	2013-12-28	Motivating people	Robert Heller									
BK	81011	CH45547	2011-04-03	2013-12-28	2013-12-28	How to Manage People	Michael Armstrong									
BK	89096	CH30746	2011-04-03	2013-12-28	2013-12-28	Sikh art and literature										
BK	83320	CH34805	2011-04-03	2013-12-28	2013-12-28	You the owner's manual										
BK	86628	CH48466	2011-04-03	2013-12-30	2013-12-30	How to Succeed at Retail	Lincoln	 Keith	 Thomassen	 Lars						
BK	91072	CH52192	2011-04-03	2013-12-30	2013-12-30	Pilates and Yoga: Personal Trainer	Jill Everett	 Jennifer Golay Bengston								
BK	91754	CH52115	2011-04-03	2013-12-30	2013-12-30	The Pilates Plan	Jennifer Dufton									
BK	91810	CH52083	2011-04-03	2013-12-30	2013-12-30	The Concise Oxford Companion to Economics in India	Kaushik Basu	 Annemie Maertens								
BK	90156	CH41730	2011-04-03	2013-12-30	2013-12-30	Beyour Best	David Morgan									
BK	91629	CH51506	2011-04-03	2013-12-30	2013-12-30	Body Moves: Choose the Right Exercise to Improve Your Health and Prevent Illness	Debra Daley									
BK	86262	CH50250	2011-04-03	2013-12-30	2013-12-30	Shape Up	 Size Down: Drop a Dress Size in Only 4 Weeks	Sally Lewis								
BK	90586	CH52663	2011-04-03	2013-12-30	2013-12-30	The Complete Guide to Abdominal Training	Christopher M Norris									
BK	86057	CH42889	2011-04-03	2013-12-30	2013-12-30	Philosophy of Economics	Daniel M. Hausman									
BK	89759	CH51694	2011-04-03	2013-12-31	2013-12-31	Green Design: A Healthy Home Handbook	Alan Berman									
BK	82254	CH10955	2011-04-03	2013-12-31	2013-12-31	Colour By Design : Planting The Contemporary Garden	Nori Pope and Sandra Pope									
BK	80470	CH29599	2011-04-03	2013-12-31	2013-12-31	Planet Patio : Stylish Outdoor Living										
BK	82516	CH45632	2011-04-03	2013-12-31	2013-12-31	The Water Garden	Leslie Geddes-Brown									
BK	82543	CH24844	2011-04-03	2014-01-02	2014-01-02	Mary Thomas's Dictionary of Embroidery Stitches										
BK	87439	CH45930	2011-04-03	2014-01-02	2014-01-02	Party Knits: 25 Hot Designs to Get You in the Party Mood	Griffiths	 Melody	 Stanfield	 Lesley						
BK	84562	CH44258	2011-04-03	2014-01-02	2014-01-02	The master bedroom	Tessa Hadley.									
BK	83980	CH50362	2011-04-03	2014-01-02	2014-01-02	150 Things Every Man Should Know: Telling You the Things Your Best Friend Can't	Gareth May									
BK	82372	CH23507	2011-04-03	2014-01-02	2014-01-02	The egoist										
BK	91008	CH53346	2011-04-03	2014-01-03	2014-01-03	Eating Air	Pauline Melville									
BK	88672	CH51433	2011-04-03	2014-01-03	2014-01-03	Brilliant NLP: What the Most Successful People Know	 Do and Say	David Molden	 Pat Hutchinson							
BK	79921	CH49122	2011-04-03	2014-01-03	2014-01-03	A Murder of Quality	le Carre	 John								
BK	87432	CH36821	2011-04-03	2014-01-03	2014-01-03	How to Paint: a Complete step-by-step for Beginners covering Watercolours	 Acrylics ad Oils	Angela Gair								
BK	79954	CH50181	2011-04-03	2014-01-04	2014-01-04	101 Things to Do Before You Diet	Mimi Spencer									
BK	86617	CH41673	2011-04-03	2014-01-04	2014-01-04	Successful Time Management	Patrick Forsyth									
BK	84569	CH44294	2011-04-03	2014-01-04	2014-01-04	The art of decisions: how to manage in an uncertain world /	Chris Blake.									
BK	90869	CH44628	2011-04-03	2014-01-04	2014-01-04	The complete digital photography manual: everything you need to know to shoot and produce great digital photographs	Philip Andrews and Peter Cope.									
BK	89825	CH34078	2011-04-03	2014-01-04	2014-01-04	My Nine Lives: Chapters of a Possible Past	Ruth Prawer Jhabvala									
BK	83812	CH49291	2011-04-03	2014-01-04	2014-01-04	How to Get Things Done without Trying Too Hard	Richard Templar									
BK	87069	CH31148	2011-04-03	2014-01-04	2014-01-04	World war II: Day by day	Williams Mcintosh									
BK	84572	CH32831	2011-04-03	2014-01-04	2014-01-04	Alwaleed : Businessman Billionaire Prince (This book includes CD 1045)	Riz Khan									
BK	81817	CH45943	2011-04-03	2014-01-04	2014-01-04	My Grammar and I (Or Should That be 'Me'?): Old-School Ways to Sharpen Your English	J. A. Wines	 Caroline Taggart								
BK	90028	CH44172	2011-04-03	2014-01-04	2014-01-04	Walking with tigers: success secrets from the world's top business leaders /	Frank Furness.									
BK	84968	CH39715	2011-04-03	2014-01-04	2014-01-04	Ultimate Book of Mind Maps	Tony Buzan									
BK	91536	CH47006	2011-04-03	2014-01-04	2014-01-04	The Marketing Code	Stephen Brown									
BK	81506	CH42503	2011-04-03	2014-01-06	2014-01-06	Acrylics workshop	Phyllis McDowell									
BK	90901	CH52729	2011-04-03	2014-01-06	2014-01-06	The Secret Language of Art: The Illustrated Decoder of Symbols and Figures in Western Painting	Sarah Carr-Gomm									
BK	85316	CH22089	2011-04-03	2014-01-06	2014-01-06	Indian art										
BK	83785	CH44041	2011-04-03	2014-01-06	2014-01-06	Project Management Step by Step: How to Plan and Manage a Highly Successful Project	Richard Newton									
BK	88232	CH35950	2011-04-03	2014-01-06	2014-01-06	Goodbye Columbus										
BK	87323	CH45230	2011-04-03	2014-01-06	2014-01-06	The White Tiger	Adiga	 Aravind								
BK	82106	CH50056	2011-04-03	2014-01-07	2014-01-07	The Uses and Abuses of History	Margaret MacMillan									
BK	83917	CH50319	2011-04-03	2014-01-07	2014-01-07	Musicophilia: Tales of Music and the Brain	Oliver Sacks									
BK	88525	CH53839	2011-04-03	2014-01-07	2014-01-07	The Major Works										
BK	91135	CH53724	2011-04-03	2014-01-07	2014-01-07	The Big Book of Sweet Treats	Pippa Cuthbert	 Lindsay Cameron Wilson	 Catherine Atkinson	 Kathryn Hawkins	 Carol Pastor	 Alessandra Zecchini	 Joy Skipper	 Sue McMahon		
BK	81041	CH49809	2011-04-03	2014-01-07	2014-01-07	Your Health: How to Keep Fit	 Prevent Illness and Manage Your Health Care	Frances Kay								
BK	84342	CH27677	2011-04-03	2014-01-07	2014-01-07	Unicorn Expedition & Other Stories	 The : The Exploits of Professor Shonku									
BK	84636	CH21804	2011-04-03	2014-01-07	2014-01-07	Einstein : A life in science	White	 Micheal								
BK	81106	CH45091	2011-04-03	2014-01-07	2014-01-07	Management by Process: A Practical Road-map to Sustainable Business Process Management	Jeston	 John								
BK	90873	CH53007	2011-04-03	2014-01-07	2014-01-07	Acrylic Painting: Step-by-step	David Hyde	 Wendy Jelbert	 Carole Massey							
BK	81460	CH37756	2011-04-03	2014-01-07	2014-01-07	The collectors	David Baldacci									
BK	88609	CH45757	2011-04-03	2014-01-07	2014-01-07	Assegai	Wilbur Smith									
BK	82425	CH24704	2011-04-03	2014-01-08	2014-01-08	The wicked wit of charles dickens										
BK	84667	CH35181	2011-04-03	2014-01-08	2014-01-08	Not married not bothered	Carol Clewlow									
BK	79896	CH45388	2011-04-03	2014-01-08	2014-01-08	Teach Yourself Digital Home Movie Making	Cope	 Peter								
BK	90303	CH37226	2011-04-03	2014-01-08	2014-01-08	The Power of Meditation	Titmuss Christopher									
BK	83800	CH48500	2011-04-03	2014-01-30	2014-01-09	The Interview Book: Your Definitive Guide to the Perfect Interview Technique	James Innes									
BK	81482	CH25814	2011-04-03	2014-01-09	2014-01-09	Wines of the World										
BK	91073	CH52220	2011-04-03	2014-01-09	2014-01-09	How to Run :improve your Speed	Stamina & Enjoyment	Hugh Jones								
BK	90947	CH43518	2011-04-03	2014-01-09	2014-01-09	NLP for Teachers: How to be a Highly Effective Teacher	Churches	 Richard								
BK	83827	CH45571	2011-04-03	2014-01-10	2014-01-10	Basics Photography: Capturing Colour	Philip A. Malpas									
BK	89631	CH40641	2011-04-03	2014-01-10	2014-01-10	The Walking Dead	Gerald Seymour									
BK	80889	CH26668	2011-04-03	2014-01-10	2014-01-10	The 8th Habit										
BK	87093	CH39738	2011-04-03	2014-01-10	2014-01-10	Use Your Head	Tony Buzan									
BK	89883	CH53761	2011-04-03	2014-01-10	2014-01-10	Harry Potter and the Goblet of Fire	J.K.Rowling									
BK	85710	CH50045	2011-04-03	2014-01-10	2014-01-10	Cycling Home from Siberia	Rob Lilwall									
BK	88308	CH53147	2011-04-03	2014-01-11	2014-01-11	Scent of a Killer	Kevin Lewis									
BK	88862	CH49430	2011-04-03	2014-01-11	2014-01-11	Othello	Edited by Lena Cowen Orlin									
BK	90865	CH44228	2011-04-03	2014-01-11	2014-01-11	Believe	 Grow	 Realise Your Dream	Unsworth	 Mary Alicia						
BK	90835	CH51009	2011-04-03	2014-01-11	2014-01-11	Desserts	Quadrille Publishing Ltd									
BK	83554	CH49129	2011-04-03	2014-01-11	2014-01-11	Portobello	Ruth Rendell									
BK	90941	CH41692	2011-04-03	2014-01-11	2014-01-11	L is for Lady	Sarah Tomczak									
BK	91751	CH52170	2011-04-03	2014-01-11	2014-01-11	The Last 10 Seconds	Simon Kernick									
BK	90464	CH50506	2011-04-03	2014-01-11	2014-01-11	Angels	Marian Keyes									
BK	88780	CH53075	2011-04-03	2014-01-11	2014-01-11	Dead Like You	Peter James									
BK	89922	CH53732	2011-04-03	2014-01-11	2014-01-11	Harry Potter And Deathly Hallows										
BK	89436	CH50492	2011-04-03	2014-01-11	2014-01-11	Diving into Light	Natasha Farrant									
BK	84865	CH29197	2011-04-03	2014-01-11	2014-01-11	Love without spoiling	 discipline without nagging	Cedric M Kenny								
BK	88635	CH54008	2011-04-03	2014-01-11	2014-01-11	The Shape of the Beast	Arundhati Roy									
BK	80178	CH45599	2011-04-03	2014-01-11	2014-01-11	The Ceramics Design Course: Principals	 Practices	 Techniques	Anthony Quinn							
BK	91323	CH53012	2011-04-03	2014-01-11	2014-01-11	The Tate guide to Modern Art Terms	Simon Wilson									
BK	81128	CH28206	2011-04-03	2014-01-11	2014-01-11	Fabric Painting										
BK	84955	CH46512	2011-04-03	2014-01-11	2014-01-11	If You Could See Me Now	Ahern	 Cecelia								
BK	86610	CH41574	2011-04-03	2014-01-11	2014-01-11	Leadership for Innovation	Adair	 John								
BK	88634	CH39788	2011-04-03	2014-01-11	2014-01-11	The Elephanta Suite	Paul Theroux									
BK	86088	CH37018	2011-04-03	2014-01-11	2014-01-11	Life Isn't All Ha Ha Hee Hee	Meera Syal									
BK	86209	CH46510	2011-04-03	2014-01-13	2014-01-13	Angel	Barbara Bradford Taylor									
BK	82163	CH51629	2011-04-03	2014-01-13	2014-01-13	The Prodigal Sister	Elliot	 Laura								
BK	85709	CH45536	2011-04-03	2014-01-13	2014-01-13	Teach Yourself Living Longer	 Living Well	Paul Jenner								
BK	79859	CH35551	2011-04-03	2014-01-13	2014-01-13	Teach yourself herbal medicine	Nina Nissen									
BK	88939	CH42511	2011-04-03	2014-01-13	2014-01-13	The Face of Death	Cody Mcfadyen									
BK	80791	CH29658	2011-04-03	2014-01-13	2014-01-13	Paper Inspirations : Over 35 Illustrated papercrafting projects										
BK	88064	CH40118	2011-04-03	2014-01-13	2014-01-13	Salads & Vegetables	Rose gray And Ruth Rogers									
BK	90656	CH51306	2011-04-03	2014-01-13	2014-01-13	Newspaper Journalism	Peter Cole	 Tony Harcup								
BK	91958	CH46937	2011-04-03	2014-01-14	2014-01-14	The Dairy of a Social Butterfly	Moni Mohsin									
BK	88241	CH46986	2011-04-03	2014-01-14	2014-01-14	Small Remedies										
BK	84054	CH44748	2011-04-03	2014-01-14	2014-01-14	The bird woman	Kerry Hardie.									
BK	91763	CH52709	2011-04-03	2014-01-14	2014-01-14	Ultimate Drawing and Painting Technique Bible	Trudy Friend									
BK	90621	CH51828	2011-04-03	2014-01-14	2014-01-14	How to Drive a Tank: and Other everyday tips for the modern gentleman	Frank Coles									
BK	91922	CH16187	2011-04-03	2014-01-14	2014-01-14	Mahabharata										
BK	82015	CH29236	2011-04-03	2014-01-14	2014-01-14	Yoga Pilates : A balanced workout for healthy living										
BK	82203	CH44604	2011-04-03	2014-01-14	2014-01-14	Football Skills										
BK	91206	CH52183	2011-04-03	2014-01-14	2014-01-14	Tank Girl: Skidmarks	Alan Martin	 Rufus Dayglo								
BK	91205	CH51900	2011-04-03	2014-01-14	2014-01-14	Batman and Robin: Batman Reborn	Grant Morrison	 Frank Quitely	 Philip Tan							
BK	90949	CH53355	2011-04-03	2014-01-14	2014-01-14	How Fiction Works	James Wood									
BK	88670	CH52016	2011-04-03	2014-01-15	2014-01-15	Five Star Service: How to deliver exceptional customer service	Michael Heppell									
BK	80638	CH35562	2011-04-03	2014-01-15	2014-01-15	Quick & Easy celebration cakes	Joanna Farrow									
BK	89645	CH47424	2011-04-03	2014-01-15	2014-01-15	Quick & Easy: Kids' Cakes: 50 great cakes for children of all ages										
BK	82570	CH29903	2011-04-03	2014-01-15	2014-01-15	The all-colour decorating course : A Step-by-step guide to making traditional and fantasy cakes										
BK	81609	CH47373	2011-04-03	2014-01-15	2014-01-15	Cover Letter Magic	Wendy S Enelow	 Louise M Kursmark								
BK	81924	CH49622	2011-04-03	2014-01-15	2014-01-15	The Art of Abstract Painting	Van Vliet	 Rolina								
BK	89672	CH46946	2011-04-03	2014-01-15	2014-01-15	Delhi is not far										
BK	86206	CH42338	2011-04-03	2014-01-16	2014-01-16	The Fifth Child	Doris Lessing									
BK	84152	CH43026	2011-04-03	2014-01-16	2014-01-16	Oranges are not the only fruit	Jeanette Winterson.									
BK	87915	CH46513	2011-04-03	2014-01-16	2014-01-16	To Be the Best	Barbara Taylor Bradford									
BK	84601	CH36955	2011-04-03	2014-01-16	2014-01-16	Emperor : The field of swords	Conn Iggulden									
BK	90544	CH52356	2011-04-03	2014-01-16	2014-01-16	Digital Photographer's Handbook	Tom Ang									
BK	88840	CH49409	2011-04-03	2014-01-17	2014-01-17	Shakespeare: King Lear	Edited by Kermode Frank									
BK	82904	CH50594	2011-04-03	2014-01-17	2014-01-17	Khuswant Singh's Joke Book: III	Khuswant	 Singh								
BK	82657	CH45580	2011-04-03	2014-01-17	2014-01-17	Bathrooms: Creating Your Perfect Sanctuary	Vinny Lee									
BK	84981	CH38494	2011-04-03	2014-01-17	2014-01-17	Collins the Queen's Hinglish	Baljinder K.Mahal									
BK	90964	CH45761	2011-04-03	2014-01-17	2014-01-17	The third Jesus: How to find truth and love in today's world	Deepak Chopra									
BK	86228	CH28049	2011-04-03	2014-01-18	2014-01-18	Watercolour : Step by step art school										
BK	82055	CH47952	2011-04-03	2014-01-18	2014-01-18	World's Finest	Gibbons	 Dave								
BK	84983	CH46511	2011-04-03	2014-01-18	2014-01-18	Place Called Here	Ahern	 Cecelia								
BK	90011	CH52041	2011-04-03	2014-01-18	2014-01-18	How to Understand Business Finance	Robert Cinnamon	 Brian Helweg-Larsen	 Paul Cinnamon							
BK	91594	CH53028	2011-04-03	2014-01-18	2014-01-18	The Destruction of Evidence	John	 Katherine								
BK	91285	CH53024	2011-04-03	2014-01-18	2014-01-18	Freedom from Fear: The Mantle of Strategic Leadership	Bob Gorzynski									
BK	79734	CH48134	2011-04-03	2014-01-18	2014-01-18	I Remember	Noelle Harrison									
BK	83251	CH27340	2011-04-03	2014-01-18	2014-01-18	The survivors										
BK	88279	CH52774	2011-04-03	2014-01-20	2014-01-20	Notes on the great indian circus										
BK	89154	CH39126	2011-04-03	2014-01-20	2014-01-20	Gone to Ground	John Harvey									
BK	83783	CH45074	2011-04-03	2014-01-20	2014-01-20	How to Get More Done: Seven Days to Achieving More	Fergus O'Connell									
